yil,aldigi_sehir,sehir,sayi
2014,Erzurum,Karabük,98
2014,Erzurum,Karaman,62
2014,Erzurum,Kars,619
2014,Erzurum,Kastamonu,111
2014,Erzurum,Kayseri,603
2014,Erzurum,Kilis,48
2014,Erzurum,Kırıkkale,149
2014,Erzurum,Kırklareli,139
2014,Erzurum,Kırşehir,111
2014,Erzurum,Kocaeli,2136
2014,Erzurum,Konya,736
2014,Erzurum,Kütahya,154
2014,Erzurum,Malatya,339
2014,Erzurum,Manisa,556
2014,Erzurum,Mardin,161
2014,Erzurum,Mersin,469
2014,Erzurum,Muğla,269
2014,Erzurum,Muş,245
2014,Erzurum,Nevşehir,133
2014,Erzurum,Niğde,96
2014,Erzurum,Ordu,500
2014,Erzurum,Osmaniye,171
2014,Erzurum,Rize,715
2014,Erzurum,Sakarya,562
2014,Erzurum,Samsun,721
2014,Erzurum,Şanlıurfa,449
2014,Erzurum,Siirt,86
2014,Erzurum,Sinop,93
2014,Erzurum,Şırnak,130
2014,Erzurum,Sivas,291
2014,Erzurum,Tekirdağ,1271
2014,Erzurum,Tokat,317
2014,Erzurum,Trabzon,1206
2014,Erzurum,Tunceli,38
2014,Erzurum,Uşak,79
2014,Erzurum,Van,281
2014,Erzurum,Yalova,459
2014,Erzurum,Yozgat,226
2014,Erzurum,Zonguldak,115
2014,Eskişehir,Adana,316
2014,Eskişehir,Adıyaman,74
2014,Eskişehir,Afyonkarahisar,1052
2014,Eskişehir,Ağrı,176
2014,Eskişehir,Aksaray,87
2014,Eskişehir,Amasya,99
2014,Eskişehir,Ankara,3785
2014,Eskişehir,Antalya,1184
2014,Eskişehir,Ardahan,18
2014,Eskişehir,Artvin,47
2014,Eskişehir,Aydın,598
2014,Eskişehir,Balıkesir,952
2014,Eskişehir,Bartın,64
2014,Eskişehir,Batman,117
2014,Eskişehir,Bayburt,25
2014,Eskişehir,Bilecik,1045
2014,Eskişehir,Bingöl,38
2014,Eskişehir,Bitlis,63
2014,Eskişehir,Bolu,149
2014,Eskişehir,Burdur,85
2014,Eskişehir,Bursa,1392
2014,Eskişehir,Çanakkale,261
2014,Eskişehir,Çankırı,73
2014,Eskişehir,Çorum,120
2014,Eskişehir,Denizli,350
2014,Eskişehir,Diyarbakır,230
2014,Eskişehir,Düzce,99
2014,Eskişehir,Edirne,105
2014,Eskişehir,Elazığ,102
2014,Eskişehir,Erzincan,69
2014,Eskişehir,Erzurum,175
2014,Eskişehir,Gaziantep,189
2014,Eskişehir,Giresun,116
2014,Eskişehir,Gümüşhane,41
2014,Eskişehir,Hakkari,50
2014,Eskişehir,Hatay,269
2014,Eskişehir,Iğdır,55
2014,Eskişehir,Isparta,204
2014,Eskişehir,İstanbul,3560
2014,Eskişehir,İzmir,1770
2014,Eskişehir,Kahramanmaraş,144
2014,Eskişehir,Karabük,126
2014,Eskişehir,Karaman,56
2014,Eskişehir,Kars,112
2014,Eskişehir,Kastamonu,95
2014,Eskişehir,Kayseri,273
2014,Eskişehir,Kilis,6
2014,Eskişehir,Kırıkkale,110
2014,Eskişehir,Kırklareli,116
2014,Eskişehir,Kırşehir,70
2014,Eskişehir,Kocaeli,693
2014,Eskişehir,Konya,944
2014,Eskişehir,Kütahya,1026
2014,Eskişehir,Malatya,313
2014,Eskişehir,Manisa,365
2014,Eskişehir,Mardin,133
2014,Eskişehir,Mersin,450
2014,Eskişehir,Muğla,550
2014,Eskişehir,Muş,66
2014,Eskişehir,Nevşehir,45
2014,Eskişehir,Niğde,88
2014,Eskişehir,Ordu,158
2014,Eskişehir,Osmaniye,59
2014,Eskişehir,Rize,61
2014,Eskişehir,Sakarya,369
2014,Eskişehir,Samsun,344
2014,Eskişehir,Şanlıurfa,292
2014,Eskişehir,Siirt,78
2014,Eskişehir,Sinop,51
2014,Eskişehir,Şırnak,63
2014,Eskişehir,Sivas,170
2014,Eskişehir,Tekirdağ,253
2014,Eskişehir,Tokat,103
2014,Eskişehir,Trabzon,149
2014,Eskişehir,Tunceli,37
2014,Eskişehir,Uşak,197
2014,Eskişehir,Van,200
2014,Eskişehir,Yalova,151
2014,Eskişehir,Yozgat,91
2014,Eskişehir,Zonguldak,166
2014,Gaziantep,Adana,2051
2014,Gaziantep,Adıyaman,1703
2014,Gaziantep,Afyonkarahisar,219
2014,Gaziantep,Ağrı,157
2014,Gaziantep,Aksaray,149
2014,Gaziantep,Amasya,91
2014,Gaziantep,Ankara,2516
2014,Gaziantep,Antalya,2133
2014,Gaziantep,Ardahan,62
2014,Gaziantep,Artvin,72
2014,Gaziantep,Aydın,398
2014,Gaziantep,Balıkesir,353
2014,Gaziantep,Bartın,46
2014,Gaziantep,Batman,282
2014,Gaziantep,Bayburt,50
2014,Gaziantep,Bilecik,54
2014,Gaziantep,Bingöl,168
2014,Gaziantep,Bitlis,167
2014,Gaziantep,Bolu,98
2014,Gaziantep,Burdur,77
2014,Gaziantep,Bursa,703
2014,Gaziantep,Çanakkale,165
2014,Gaziantep,Çankırı,49
2014,Gaziantep,Çorum,98
2014,Gaziantep,Denizli,240
2014,Gaziantep,Diyarbakır,784
2014,Gaziantep,Düzce,64
2014,Gaziantep,Edirne,91
2014,Gaziantep,Elazığ,492
2014,Gaziantep,Erzincan,155
2014,Gaziantep,Erzurum,270
2014,Gaziantep,Eskişehir,309
2014,Gaziantep,Giresun,145
2014,Gaziantep,Gümüşhane,150
2014,Gaziantep,Hakkari,105
2014,Gaziantep,Hatay,2251
2014,Gaziantep,Iğdır,50
2014,Gaziantep,Isparta,212
2014,Gaziantep,İstanbul,4608
2014,Gaziantep,İzmir,1287
2014,Gaziantep,Kahramanmaraş,3219
2014,Gaziantep,Karabük,84
2014,Gaziantep,Karaman,137
2014,Gaziantep,Kars,94
2014,Gaziantep,Kastamonu,95
2014,Gaziantep,Kayseri,633
2014,Gaziantep,Kilis,1730
2014,Gaziantep,Kırıkkale,101
2014,Gaziantep,Kırklareli,72
2014,Gaziantep,Kırşehir,113
2014,Gaziantep,Kocaeli,551
2014,Gaziantep,Konya,767
2014,Gaziantep,Kütahya,150
2014,Gaziantep,Malatya,1115
2014,Gaziantep,Manisa,230
2014,Gaziantep,Mardin,439
2014,Gaziantep,Mersin,2227
2014,Gaziantep,Muğla,508
2014,Gaziantep,Muş,171
2014,Gaziantep,Nevşehir,101
2014,Gaziantep,Niğde,260
2014,Gaziantep,Ordu,93
2014,Gaziantep,Osmaniye,1315
2014,Gaziantep,Rize,65
2014,Gaziantep,Sakarya,154
2014,Gaziantep,Samsun,239
2014,Gaziantep,Şanlıurfa,3991
2014,Gaziantep,Siirt,224
2014,Gaziantep,Sinop,41
2014,Gaziantep,Şırnak,504
2014,Gaziantep,Sivas,274
2014,Gaziantep,Tekirdağ,237
2014,Gaziantep,Tokat,155
2014,Gaziantep,Trabzon,208
2014,Gaziantep,Tunceli,121
2014,Gaziantep,Uşak,67
2014,Gaziantep,Van,494
2014,Gaziantep,Yalova,89
2014,Gaziantep,Yozgat,179
2014,Gaziantep,Zonguldak,94
2014,Giresun,Adana,153
2014,Giresun,Adıyaman,56
2014,Giresun,Afyonkarahisar,78
2014,Giresun,Ağrı,106
2014,Giresun,Aksaray,52
2014,Giresun,Amasya,92
2014,Giresun,Ankara,894
2014,Giresun,Antalya,261
2014,Giresun,Ardahan,37
2014,Giresun,Artvin,94
2014,Giresun,Aydın,113
2014,Giresun,Balıkesir,135
2014,Giresun,Bartın,37
2014,Giresun,Batman,31
2014,Giresun,Bayburt,46
2014,Giresun,Bilecik,30
2014,Giresun,Bingöl,41
2014,Giresun,Bitlis,36
2014,Giresun,Bolu,70
2014,Giresun,Burdur,26
2014,Giresun,Bursa,1148
2014,Giresun,Çanakkale,71
2014,Giresun,Çankırı,34
2014,Giresun,Çorum,97
2014,Giresun,Denizli,73
2014,Giresun,Diyarbakır,84
2014,Giresun,Düzce,116
2014,Giresun,Edirne,54
2014,Giresun,Elazığ,90
2014,Giresun,Erzincan,105
2014,Giresun,Erzurum,262
2014,Giresun,Eskişehir,118
2014,Giresun,Gaziantep,114
2014,Giresun,Gümüşhane,522
2014,Giresun,Hakkari,31
2014,Giresun,Hatay,121
2014,Giresun,Iğdır,51
2014,Giresun,Isparta,34
2014,Giresun,İstanbul,9203
2014,Giresun,İzmir,324
2014,Giresun,Kahramanmaraş,123
2014,Giresun,Karabük,70
2014,Giresun,Karaman,31
2014,Giresun,Kars,71
2014,Giresun,Kastamonu,108
2014,Giresun,Kayseri,175
2014,Giresun,Kilis,9
2014,Giresun,Kırıkkale,61
2014,Giresun,Kırklareli,46
2014,Giresun,Kırşehir,25
2014,Giresun,Kocaeli,1506
2014,Giresun,Konya,186
2014,Giresun,Kütahya,62
2014,Giresun,Malatya,88
2014,Giresun,Manisa,135
2014,Giresun,Mardin,60
2014,Giresun,Mersin,152
2014,Giresun,Muğla,138
2014,Giresun,Muş,50
2014,Giresun,Nevşehir,36
2014,Giresun,Niğde,38
2014,Giresun,Ordu,1194
2014,Giresun,Osmaniye,63
2014,Giresun,Rize,276
2014,Giresun,Sakarya,283
2014,Giresun,Samsun,938
2014,Giresun,Şanlıurfa,73
2014,Giresun,Siirt,40
2014,Giresun,Sinop,57
2014,Giresun,Şırnak,65
2014,Giresun,Sivas,212
2014,Giresun,Tekirdağ,160
2014,Giresun,Tokat,139
2014,Giresun,Trabzon,1438
2014,Giresun,Tunceli,64
2014,Giresun,Uşak,25
2014,Giresun,Van,89
2014,Giresun,Yalova,97
2014,Giresun,Yozgat,50
2014,Giresun,Zonguldak,147
2014,Gümüşhane,Adana,105
2014,Gümüşhane,Adıyaman,25
2014,Gümüşhane,Afyonkarahisar,45
2014,Gümüşhane,Ağrı,72
2014,Gümüşhane,Aksaray,57
2014,Gümüşhane,Amasya,48
2014,Gümüşhane,Ankara,1378
2014,Gümüşhane,Antalya,227
2014,Gümüşhane,Ardahan,11
2014,Gümüşhane,Artvin,41
2014,Gümüşhane,Aydın,49
2014,Gümüşhane,Balıkesir,119
2014,Gümüşhane,Bartın,20
2014,Gümüşhane,Batman,41
2014,Gümüşhane,Bayburt,142
2014,Gümüşhane,Bilecik,22
2014,Gümüşhane,Bingöl,24
2014,Gümüşhane,Bitlis,19
2014,Gümüşhane,Bolu,28
2014,Gümüşhane,Burdur,11
2014,Gümüşhane,Bursa,573
2014,Gümüşhane,Çanakkale,50
2014,Gümüşhane,Çankırı,12
2014,Gümüşhane,Çorum,52
2014,Gümüşhane,Denizli,45
2014,Gümüşhane,Diyarbakır,31
2014,Gümüşhane,Düzce,27
2014,Gümüşhane,Edirne,37
2014,Gümüşhane,Elazığ,53
2014,Gümüşhane,Erzincan,744
2014,Gümüşhane,Erzurum,329
2014,Gümüşhane,Eskişehir,59
2014,Gümüşhane,Gaziantep,66
2014,Gümüşhane,Giresun,614
2014,Gümüşhane,Hakkari,13
2014,Gümüşhane,Hatay,61
2014,Gümüşhane,Iğdır,36
2014,Gümüşhane,Isparta,31
2014,Gümüşhane,İstanbul,5091
2014,Gümüşhane,İzmir,361
2014,Gümüşhane,Kahramanmaraş,65
2014,Gümüşhane,Karabük,23
2014,Gümüşhane,Karaman,7
2014,Gümüşhane,Kars,25
2014,Gümüşhane,Kastamonu,36
2014,Gümüşhane,Kayseri,116
2014,Gümüşhane,Kilis,8
2014,Gümüşhane,Kırıkkale,34
2014,Gümüşhane,Kırklareli,82
2014,Gümüşhane,Kırşehir,37
2014,Gümüşhane,Kocaeli,1032
2014,Gümüşhane,Konya,124
2014,Gümüşhane,Kütahya,25
2014,Gümüşhane,Malatya,54
2014,Gümüşhane,Manisa,58
2014,Gümüşhane,Mardin,15
2014,Gümüşhane,Mersin,126
2014,Gümüşhane,Muğla,87
2014,Gümüşhane,Muş,33
2014,Gümüşhane,Nevşehir,39
2014,Gümüşhane,Niğde,36
2014,Gümüşhane,Ordu,180
2014,Gümüşhane,Osmaniye,57
2014,Gümüşhane,Rize,176
2014,Gümüşhane,Sakarya,118
2014,Gümüşhane,Samsun,557
2014,Gümüşhane,Şanlıurfa,41
2014,Gümüşhane,Siirt,22
2014,Gümüşhane,Sinop,22
2014,Gümüşhane,Şırnak,27
2014,Gümüşhane,Sivas,85
2014,Gümüşhane,Tekirdağ,82
2014,Gümüşhane,Tokat,66
2014,Gümüşhane,Trabzon,1581
2014,Gümüşhane,Tunceli,21
2014,Gümüşhane,Uşak,24
2014,Gümüşhane,Van,51
2014,Gümüşhane,Yalova,38
2014,Gümüşhane,Yozgat,28
2014,Gümüşhane,Zonguldak,64
2014,Hakkari,Adana,167
2014,Hakkari,Adıyaman,95
2014,Hakkari,Afyonkarahisar,26
2014,Hakkari,Ağrı,75
2014,Hakkari,Aksaray,17
2014,Hakkari,Amasya,27
2014,Hakkari,Ankara,705
2014,Hakkari,Antalya,326
2014,Hakkari,Ardahan,17
2014,Hakkari,Artvin,9
2014,Hakkari,Aydın,108
2014,Hakkari,Balıkesir,126
2014,Hakkari,Bartın,17
2014,Hakkari,Batman,104
2014,Hakkari,Bayburt,12
2014,Hakkari,Bilecik,15
2014,Hakkari,Bingöl,38
2014,Hakkari,Bitlis,79
2014,Hakkari,Bolu,23
2014,Hakkari,Burdur,34
2014,Hakkari,Bursa,204
2014,Hakkari,Çanakkale,57
2014,Hakkari,Çankırı,19
2014,Hakkari,Çorum,26
2014,Hakkari,Denizli,91
2014,Hakkari,Diyarbakır,157
2014,Hakkari,Düzce,23
2014,Hakkari,Edirne,40
2014,Hakkari,Elazığ,51
2014,Hakkari,Erzincan,55
2014,Hakkari,Erzurum,64
2014,Hakkari,Eskişehir,80
2014,Hakkari,Gaziantep,98
2014,Hakkari,Giresun,34
2014,Hakkari,Gümüşhane,33
2014,Hakkari,Hatay,173
2014,Hakkari,Iğdır,41
2014,Hakkari,Isparta,97
2014,Hakkari,İstanbul,1571
2014,Hakkari,İzmir,361
2014,Hakkari,Kahramanmaraş,99
2014,Hakkari,Karabük,19
2014,Hakkari,Karaman,11
2014,Hakkari,Kars,66
2014,Hakkari,Kastamonu,21
2014,Hakkari,Kayseri,125
2014,Hakkari,Kilis,19
2014,Hakkari,Kırıkkale,18
2014,Hakkari,Kırklareli,29
2014,Hakkari,Kırşehir,14
2014,Hakkari,Kocaeli,103
2014,Hakkari,Konya,158
2014,Hakkari,Kütahya,30
2014,Hakkari,Malatya,116
2014,Hakkari,Manisa,82
2014,Hakkari,Mardin,79
2014,Hakkari,Mersin,463
2014,Hakkari,Muğla,63
2014,Hakkari,Muş,58
2014,Hakkari,Nevşehir,22
2014,Hakkari,Niğde,27
2014,Hakkari,Ordu,47
2014,Hakkari,Osmaniye,53
2014,Hakkari,Rize,44
2014,Hakkari,Sakarya,49
2014,Hakkari,Samsun,103
2014,Hakkari,Şanlıurfa,110
2014,Hakkari,Siirt,90
2014,Hakkari,Sinop,13
2014,Hakkari,Şırnak,181
2014,Hakkari,Sivas,77
2014,Hakkari,Tekirdağ,127
2014,Hakkari,Tokat,54
2014,Hakkari,Trabzon,50
2014,Hakkari,Tunceli,58
2014,Hakkari,Uşak,27
2014,Hakkari,Van,2834
2014,Hakkari,Yalova,36
2014,Hakkari,Yozgat,15
2014,Hakkari,Zonguldak,12
2014,Hatay,Adana,2850
2014,Hatay,Adıyaman,352
2014,Hatay,Afyonkarahisar,218
2014,Hatay,Ağrı,147
2014,Hatay,Aksaray,184
2014,Hatay,Amasya,96
2014,Hatay,Ankara,2294
2014,Hatay,Antalya,3026
2014,Hatay,Ardahan,47
2014,Hatay,Artvin,72
2014,Hatay,Aydın,381
2014,Hatay,Balıkesir,301
2014,Hatay,Bartın,43
2014,Hatay,Batman,221
2014,Hatay,Bayburt,54
2014,Hatay,Bilecik,66
2014,Hatay,Bingöl,177
2014,Hatay,Bitlis,99
2014,Hatay,Bolu,97
2014,Hatay,Burdur,129
2014,Hatay,Bursa,548
2014,Hatay,Çanakkale,202
2014,Hatay,Çankırı,55
2014,Hatay,Çorum,87
2014,Hatay,Denizli,257
2014,Hatay,Diyarbakır,655
2014,Hatay,Düzce,74
2014,Hatay,Edirne,121
2014,Hatay,Elazığ,320
2014,Hatay,Erzincan,134
2014,Hatay,Erzurum,256
2014,Hatay,Eskişehir,403
2014,Hatay,Gaziantep,2392
2014,Hatay,Giresun,152
2014,Hatay,Gümüşhane,149
2014,Hatay,Hakkari,117
2014,Hatay,Iğdır,53
2014,Hatay,Isparta,241
2014,Hatay,İstanbul,5679
2014,Hatay,İzmir,1373
2014,Hatay,Kahramanmaraş,1507
2014,Hatay,Karabük,170
2014,Hatay,Karaman,150
2014,Hatay,Kars,113
2014,Hatay,Kastamonu,124
2014,Hatay,Kayseri,483
2014,Hatay,Kilis,400
2014,Hatay,Kırıkkale,133
2014,Hatay,Kırklareli,119
2014,Hatay,Kırşehir,107
2014,Hatay,Kocaeli,614
2014,Hatay,Konya,835
2014,Hatay,Kütahya,187
2014,Hatay,Malatya,577
2014,Hatay,Manisa,247
2014,Hatay,Mardin,413
2014,Hatay,Mersin,2284
2014,Hatay,Muğla,757
2014,Hatay,Muş,104
2014,Hatay,Nevşehir,133
2014,Hatay,Niğde,242
2014,Hatay,Ordu,89
2014,Hatay,Osmaniye,1446
2014,Hatay,Rize,88
2014,Hatay,Sakarya,144
2014,Hatay,Samsun,224
2014,Hatay,Şanlıurfa,1194
2014,Hatay,Siirt,146
2014,Hatay,Sinop,31
2014,Hatay,Şırnak,206
2014,Hatay,Sivas,255
2014,Hatay,Tekirdağ,290
2014,Hatay,Tokat,150
2014,Hatay,Trabzon,265
2014,Hatay,Tunceli,147
2014,Hatay,Uşak,66
2014,Hatay,Van,263
2014,Hatay,Yalova,106
2014,Hatay,Yozgat,91
2014,Hatay,Zonguldak,159
2014,Iğdır,Adana,77
2014,Iğdır,Adıyaman,51
2014,Iğdır,Afyonkarahisar,64
2014,Iğdır,Ağrı,429
2014,Iğdır,Aksaray,35
2014,Iğdır,Amasya,32
2014,Iğdır,Ankara,530
2014,Iğdır,Antalya,156
2014,Iğdır,Ardahan,85
2014,Iğdır,Artvin,29
2014,Iğdır,Aydın,100
2014,Iğdır,Balıkesir,115
2014,Iğdır,Bartın,15
2014,Iğdır,Batman,64
2014,Iğdır,Bayburt,98
2014,Iğdır,Bilecik,34
2014,Iğdır,Bingöl,24
2014,Iğdır,Bitlis,26
2014,Iğdır,Bolu,53
2014,Iğdır,Burdur,20
2014,Iğdır,Bursa,306
2014,Iğdır,Çanakkale,61
2014,Iğdır,Çankırı,17
2014,Iğdır,Çorum,39
2014,Iğdır,Denizli,84
2014,Iğdır,Diyarbakır,104
2014,Iğdır,Düzce,42
2014,Iğdır,Edirne,64
2014,Iğdır,Elazığ,31
2014,Iğdır,Erzincan,108
2014,Iğdır,Erzurum,318
2014,Iğdır,Eskişehir,95
2014,Iğdır,Gaziantep,46
2014,Iğdır,Giresun,47
2014,Iğdır,Gümüşhane,42
2014,Iğdır,Hakkari,30
2014,Iğdır,Hatay,42
2014,Iğdır,Isparta,41
2014,Iğdır,İstanbul,2691
2014,Iğdır,İzmir,481
2014,Iğdır,Kahramanmaraş,58
2014,Iğdır,Karabük,28
2014,Iğdır,Karaman,13
2014,Iğdır,Kars,488
2014,Iğdır,Kastamonu,48
2014,Iğdır,Kayseri,70
2014,Iğdır,Kilis,23
2014,Iğdır,Kırıkkale,17
2014,Iğdır,Kırklareli,66
2014,Iğdır,Kırşehir,7
2014,Iğdır,Kocaeli,228
2014,Iğdır,Konya,85
2014,Iğdır,Kütahya,40
2014,Iğdır,Malatya,46
2014,Iğdır,Manisa,116
2014,Iğdır,Mardin,39
2014,Iğdır,Mersin,97
2014,Iğdır,Muğla,58
2014,Iğdır,Muş,33
2014,Iğdır,Nevşehir,23
2014,Iğdır,Niğde,13
2014,Iğdır,Ordu,55
2014,Iğdır,Osmaniye,17
2014,Iğdır,Rize,44
2014,Iğdır,Sakarya,69
2014,Iğdır,Samsun,91
2014,Iğdır,Şanlıurfa,66
2014,Iğdır,Siirt,14
2014,Iğdır,Sinop,20
2014,Iğdır,Şırnak,35
2014,Iğdır,Sivas,62
2014,Iğdır,Tekirdağ,215
2014,Iğdır,Tokat,50
2014,Iğdır,Trabzon,82
2014,Iğdır,Tunceli,25
2014,Iğdır,Uşak,12
2014,Iğdır,Van,179
2014,Iğdır,Yalova,34
2014,Iğdır,Yozgat,34
2014,Iğdır,Zonguldak,27
2014,Isparta,Adana,314
2014,Isparta,Adıyaman,66
2014,Isparta,Afyonkarahisar,723
2014,Isparta,Ağrı,60
2014,Isparta,Aksaray,68
2014,Isparta,Amasya,46
2014,Isparta,Ankara,1587
2014,Isparta,Antalya,4516
2014,Isparta,Ardahan,17
2014,Isparta,Artvin,26
2014,Isparta,Aydın,555
2014,Isparta,Balıkesir,187
2014,Isparta,Bartın,34
2014,Isparta,Batman,56
2014,Isparta,Bayburt,10
2014,Isparta,Bilecik,60
2014,Isparta,Bingöl,35
2014,Isparta,Bitlis,54
2014,Isparta,Bolu,62
2014,Isparta,Burdur,781
2014,Isparta,Bursa,418
2014,Isparta,Çanakkale,107
2014,Isparta,Çankırı,39
2014,Isparta,Çorum,54
2014,Isparta,Denizli,723
2014,Isparta,Diyarbakır,124
2014,Isparta,Düzce,40
2014,Isparta,Edirne,48
2014,Isparta,Elazığ,73
2014,Isparta,Erzincan,42
2014,Isparta,Erzurum,80
2014,Isparta,Eskişehir,253
2014,Isparta,Gaziantep,188
2014,Isparta,Giresun,37
2014,Isparta,Gümüşhane,51
2014,Isparta,Hakkari,40
2014,Isparta,Hatay,225
2014,Isparta,Iğdır,19
2014,Isparta,İstanbul,1803
2014,Isparta,İzmir,1087
2014,Isparta,Kahramanmaraş,107
2014,Isparta,Karabük,51
2014,Isparta,Karaman,93
2014,Isparta,Kars,51
2014,Isparta,Kastamonu,54
2014,Isparta,Kayseri,192
2014,Isparta,Kilis,22
2014,Isparta,Kırıkkale,46
2014,Isparta,Kırklareli,63
2014,Isparta,Kırşehir,55
2014,Isparta,Kocaeli,260
2014,Isparta,Konya,1111
2014,Isparta,Kütahya,177
2014,Isparta,Malatya,71
2014,Isparta,Manisa,349
2014,Isparta,Mardin,62
2014,Isparta,Mersin,386
2014,Isparta,Muğla,438
2014,Isparta,Muş,38
2014,Isparta,Nevşehir,49
2014,Isparta,Niğde,50
2014,Isparta,Ordu,86
2014,Isparta,Osmaniye,116
2014,Isparta,Rize,26
2014,Isparta,Sakarya,100
2014,Isparta,Samsun,104
2014,Isparta,Şanlıurfa,119
2014,Isparta,Siirt,42
2014,Isparta,Sinop,26
2014,Isparta,Şırnak,51
2014,Isparta,Sivas,68
2014,Isparta,Tekirdağ,122
2014,Isparta,Tokat,45
2014,Isparta,Trabzon,71
2014,Isparta,Tunceli,50
2014,Isparta,Uşak,161
2014,Isparta,Van,142
2014,Isparta,Yalova,52
2014,Isparta,Yozgat,47
2014,Isparta,Zonguldak,69
2014,İstanbul,Adana,4720
2014,İstanbul,Adıyaman,2852
2014,İstanbul,Afyonkarahisar,1793
2014,İstanbul,Ağrı,2806
2014,İstanbul,Aksaray,1472
2014,İstanbul,Amasya,2827
2014,İstanbul,Ankara,18014
2014,İstanbul,Antalya,10106
2014,İstanbul,Ardahan,1587
2014,İstanbul,Artvin,1890
2014,İstanbul,Aydın,5490
2014,İstanbul,Balıkesir,17337
2014,İstanbul,Bartın,2144
2014,İstanbul,Batman,5077
2014,İstanbul,Bayburt,4689
2014,İstanbul,Bilecik,1862
2014,İstanbul,Bingöl,1722
2014,İstanbul,Bitlis,2508
2014,İstanbul,Bolu,2645
2014,İstanbul,Burdur,479
2014,İstanbul,Bursa,11945
2014,İstanbul,Çanakkale,8910
2014,İstanbul,Çankırı,4335
2014,İstanbul,Çorum,2684
2014,İstanbul,Denizli,2034
2014,İstanbul,Diyarbakır,6281
2014,İstanbul,Düzce,3015
2014,İstanbul,Edirne,6067
2014,İstanbul,Elazığ,2584
2014,İstanbul,Erzincan,5067
2014,İstanbul,Erzurum,6007
2014,İstanbul,Eskişehir,3565
2014,İstanbul,Gaziantep,3763
2014,İstanbul,Giresun,12911
2014,İstanbul,Gümüşhane,5565
2014,İstanbul,Hakkari,1149
2014,İstanbul,Hatay,3964
2014,İstanbul,Iğdır,1577
2014,İstanbul,Isparta,1576
2014,İstanbul,İzmir,16458
2014,İstanbul,Kahramanmaraş,2595
2014,İstanbul,Karabük,3141
2014,İstanbul,Karaman,576
2014,İstanbul,Kars,1854
2014,İstanbul,Kastamonu,7039
2014,İstanbul,Kayseri,4050
2014,İstanbul,Kilis,558
2014,İstanbul,Kırıkkale,801
2014,İstanbul,Kırklareli,5320
2014,İstanbul,Kırşehir,652
2014,İstanbul,Kocaeli,23525
2014,İstanbul,Konya,5198
2014,İstanbul,Kütahya,2078
2014,İstanbul,Malatya,5187
2014,İstanbul,Manisa,2674
2014,İstanbul,Mardin,4886
2014,İstanbul,Mersin,4659
2014,İstanbul,Muğla,11133
2014,İstanbul,Muş,2414
2014,İstanbul,Nevşehir,1497
2014,İstanbul,Niğde,1647
2014,İstanbul,Ordu,12091
2014,İstanbul,Osmaniye,1060
2014,İstanbul,Rize,6924
2014,İstanbul,Sakarya,10208
2014,İstanbul,Samsun,9847
2014,İstanbul,Şanlıurfa,4523
2014,İstanbul,Siirt,2239
2014,İstanbul,Sinop,5098
2014,İstanbul,Şırnak,1772
2014,İstanbul,Sivas,10986
2014,İstanbul,Tekirdağ,21279
2014,İstanbul,Tokat,18337
2014,İstanbul,Trabzon,8630
2014,İstanbul,Tunceli,1368
2014,İstanbul,Uşak,734
2014,İstanbul,Van,5387
2014,İstanbul,Yalova,4956
2014,İstanbul,Yozgat,1784
2014,İstanbul,Zonguldak,4478
2014,İzmir,Adana,1129
2014,İzmir,Adıyaman,281
2014,İzmir,Afyonkarahisar,1766
2014,İzmir,Ağrı,710
2014,İzmir,Aksaray,310
2014,İzmir,Amasya,326
2014,İzmir,Ankara,7097
2014,İzmir,Antalya,3467
2014,İzmir,Ardahan,198
2014,İzmir,Artvin,265
2014,İzmir,Aydın,7822
2014,İzmir,Balıkesir,4753
2014,İzmir,Bartın,161
2014,İzmir,Batman,485
2014,İzmir,Bayburt,161
2014,İzmir,Bilecik,222
2014,İzmir,Bingöl,195
2014,İzmir,Bitlis,362
2014,İzmir,Bolu,170
2014,İzmir,Burdur,400
2014,İzmir,Bursa,2896
2014,İzmir,Çanakkale,1538
2014,İzmir,Çankırı,124
2014,İzmir,Çorum,486
2014,İzmir,Denizli,2603
2014,İzmir,Diyarbakır,1806
2014,İzmir,Düzce,217
2014,İzmir,Edirne,475
2014,İzmir,Elazığ,515
2014,İzmir,Erzincan,450
2014,İzmir,Erzurum,1906
2014,İzmir,Eskişehir,1730
2014,İzmir,Gaziantep,905
2014,İzmir,Giresun,344
2014,İzmir,Gümüşhane,580
2014,İzmir,Hakkari,175
2014,İzmir,Hatay,902
2014,İzmir,Iğdır,241
2014,İzmir,Isparta,864
2014,İzmir,İstanbul,14013
2014,İzmir,Kahramanmaraş,491
2014,İzmir,Karabük,263
2014,İzmir,Karaman,232
2014,İzmir,Kars,479
2014,İzmir,Kastamonu,235
2014,İzmir,Kayseri,808
2014,İzmir,Kilis,48
2014,İzmir,Kırıkkale,320
2014,İzmir,Kırklareli,350
2014,İzmir,Kırşehir,242
2014,İzmir,Kocaeli,1878
2014,İzmir,Konya,2589
2014,İzmir,Kütahya,1603
2014,İzmir,Malatya,859
2014,İzmir,Manisa,8256
2014,İzmir,Mardin,1616
2014,İzmir,Mersin,1282
2014,İzmir,Muğla,4371
2014,İzmir,Muş,563
2014,İzmir,Nevşehir,294
2014,İzmir,Niğde,297
2014,İzmir,Ordu,477
2014,İzmir,Osmaniye,262
2014,İzmir,Rize,495
2014,İzmir,Sakarya,520
