"yil","aldigi_sehir","sehir","sayi"
"","","Göç Alan:Kütahya","62"
"","","Göç Alan:Malatya","236"
"","","Göç Alan:Manisa","477"
"","","Göç Alan:Mardin","0"
"","","Göç Alan:Mersin","1702"
"","","Göç Alan:Muğla","454"
"","","Göç Alan:Muş","116"
"","","Göç Alan:Nevşehir","76"
"","","Göç Alan:Niğde","87"
"","","Göç Alan:Ordu","77"
"","","Göç Alan:Osmaniye","149"
"","","Göç Alan:Rize","44"
"","","Göç Alan:Sakarya","224"
"","","Göç Alan:Samsun","115"
"","","Göç Alan:Şanlıurfa","1304"
"","","Göç Alan:Siirt","231"
"","","Göç Alan:Sinop","31"
"","","Göç Alan:Şırnak","775"
"","","Göç Alan:Sivas","119"
"","","Göç Alan:Tekirdağ","204"
"","","Göç Alan:Tokat","160"
"","","Göç Alan:Trabzon","75"
"","","Göç Alan:Tunceli","130"
"","","Göç Alan:Uşak","45"
"","","Göç Alan:Van","306"
"","","Göç Alan:Yalova","130"
"","","Göç Alan:Yozgat","95"
"","","Göç Alan:Zonguldak","53"
"","Mersin-33","Göç Alan:Adana","5060"
"","","Göç Alan:Adıyaman","850"
"","","Göç Alan:Afyonkarahisar","341"
"","","Göç Alan:Ağrı","315"
"","","Göç Alan:Aksaray","379"
"","","Göç Alan:Amasya","151"
"","","Göç Alan:Ankara","4638"
"","","Göç Alan:Antalya","3041"
"","","Göç Alan:Ardahan","67"
"","","Göç Alan:Artvin","135"
"","","Göç Alan:Aydın","556"
"","","Göç Alan:Balıkesir","404"
"","","Göç Alan:Bartın","79"
"","","Göç Alan:Batman","449"
"","","Göç Alan:Bayburt","60"
"","","Göç Alan:Bilecik","123"
"","","Göç Alan:Bingöl","308"
"","","Göç Alan:Bitlis","456"
"","","Göç Alan:Bolu","156"
"","","Göç Alan:Burdur","262"
"","","Göç Alan:Bursa","847"
"","","Göç Alan:Çanakkale","320"
"","","Göç Alan:Çankırı","105"
"","","Göç Alan:Çorum","122"
"","","Göç Alan:Denizli","430"
"","","Göç Alan:Diyarbakır","1256"
"","","Göç Alan:Düzce","81"
"","","Göç Alan:Edirne","124"
"","","Göç Alan:Elazığ","590"
"","","Göç Alan:Erzincan","205"
"","","Göç Alan:Erzurum","431"
"","","Göç Alan:Eskişehir","579"
"","","Göç Alan:Gaziantep","2148"
"","","Göç Alan:Giresun","203"
"","","Göç Alan:Gümüşhane","430"
"","","Göç Alan:Hakkari","351"
"","","Göç Alan:Hatay","2256"
"","","Göç Alan:Iğdır","88"
"","","Göç Alan:Isparta","477"
"","","Göç Alan:İstanbul","6761"
"","","Göç Alan:İzmir","1970"
"","","Göç Alan:Kahramanmaraş","994"
"","","Göç Alan:Karabük","238"
"","","Göç Alan:Karaman","1235"
"","","Göç Alan:Kars","157"
"","","Göç Alan:Kastamonu","178"
"","","Göç Alan:Kayseri","1041"
"","","Göç Alan:Kilis","260"
"","","Göç Alan:Kırıkkale","167"
"","","Göç Alan:Kırklareli","146"
"","","Göç Alan:Kırşehir","225"
"","","Göç Alan:Kocaeli","790"
"","","Göç Alan:Konya","2055"
"","","Göç Alan:Kütahya","279"
"","","Göç Alan:Malatya","783"
"","","Göç Alan:Manisa","436"
"","","Göç Alan:Mardin","1063"
"","","Göç Alan:Mersin","0"
"","","Göç Alan:Muğla","740"
"","","Göç Alan:Muş","329"
"","","Göç Alan:Nevşehir","402"
"","","Göç Alan:Niğde","942"
"","","Göç Alan:Ordu","177"
"","","Göç Alan:Osmaniye","754"
"","","Göç Alan:Rize","117"
"","","Göç Alan:Sakarya","228"
"","","Göç Alan:Samsun","298"
"","","Göç Alan:Şanlıurfa","2394"
"","","Göç Alan:Siirt","441"
"","","Göç Alan:Sinop","57"
"","","Göç Alan:Şırnak","603"
"","","Göç Alan:Sivas","597"
"","","Göç Alan:Tekirdağ","295"
"","","Göç Alan:Tokat","289"
"","","Göç Alan:Trabzon","283"
"","","Göç Alan:Tunceli","252"
"","","Göç Alan:Uşak","128"
"","","Göç Alan:Van","918"
"","","Göç Alan:Yalova","116"
"","","Göç Alan:Yozgat","258"
"","","Göç Alan:Zonguldak","135"
"","Muğla-48","Göç Alan:Adana","555"
"","","Göç Alan:Adıyaman","83"
"","","Göç Alan:Afyonkarahisar","427"
"","","Göç Alan:Ağrı","178"
"","","Göç Alan:Aksaray","67"
"","","Göç Alan:Amasya","78"
"","","Göç Alan:Ankara","4016"
"","","Göç Alan:Antalya","2385"
"","","Göç Alan:Ardahan","26"
"","","Göç Alan:Artvin","44"
"","","Göç Alan:Aydın","2699"
"","","Göç Alan:Balıkesir","463"
"","","Göç Alan:Bartın","85"
"","","Göç Alan:Batman","118"
"","","Göç Alan:Bayburt","17"
"","","Göç Alan:Bilecik","70"
"","","Göç Alan:Bingöl","36"
"","","Göç Alan:Bitlis","53"
"","","Göç Alan:Bolu","92"
"","","Göç Alan:Burdur","463"
"","","Göç Alan:Bursa","810"
"","","Göç Alan:Çanakkale","359"
"","","Göç Alan:Çankırı","42"
"","","Göç Alan:Çorum","171"
"","","Göç Alan:Denizli","1616"
"","","Göç Alan:Diyarbakır","285"
"","","Göç Alan:Düzce","113"
"","","Göç Alan:Edirne","140"
"","","Göç Alan:Elazığ","151"
"","","Göç Alan:Erzincan","82"
"","","Göç Alan:Erzurum","186"
"","","Göç Alan:Eskişehir","574"
"","","Göç Alan:Gaziantep","319"
"","","Göç Alan:Giresun","95"
"","","Göç Alan:Gümüşhane","64"
"","","Göç Alan:Hakkari","51"
"","","Göç Alan:Hatay","455"
"","","Göç Alan:Iğdır","37"
"","","Göç Alan:Isparta","415"
"","","Göç Alan:İstanbul","7232"
"","","Göç Alan:İzmir","4129"
"","","Göç Alan:Kahramanmaraş","206"
"","","Göç Alan:Karabük","168"
"","","Göç Alan:Karaman","78"
"","","Göç Alan:Kars","99"
"","","Göç Alan:Kastamonu","85"
"","","Göç Alan:Kayseri","315"
"","","Göç Alan:Kilis","33"
"","","Göç Alan:Kırıkkale","97"
"","","Göç Alan:Kırklareli","92"
"","","Göç Alan:Kırşehir","74"
"","","Göç Alan:Kocaeli","766"
"","","Göç Alan:Konya","597"
"","","Göç Alan:Kütahya","300"
"","","Göç Alan:Malatya","218"
"","","Göç Alan:Manisa","843"
"","","Göç Alan:Mardin","147"
"","","Göç Alan:Mersin","540"
"","","Göç Alan:Muğla","0"
"","","Göç Alan:Muş","96"
"","","Göç Alan:Nevşehir","110"
"","","Göç Alan:Niğde","78"
"","","Göç Alan:Ordu","247"
"","","Göç Alan:Osmaniye","148"
"","","Göç Alan:Rize","82"
"","","Göç Alan:Sakarya","245"
"","","Göç Alan:Samsun","341"
"","","Göç Alan:Şanlıurfa","358"
"","","Göç Alan:Siirt","66"
"","","Göç Alan:Sinop","53"
"","","Göç Alan:Şırnak","89"
"","","Göç Alan:Sivas","158"
"","","Göç Alan:Tekirdağ","250"
"","","Göç Alan:Tokat","229"
"","","Göç Alan:Trabzon","190"
"","","Göç Alan:Tunceli","33"
"","","Göç Alan:Uşak","228"
"","","Göç Alan:Van","339"
"","","Göç Alan:Yalova","120"
"","","Göç Alan:Yozgat","100"
"","","Göç Alan:Zonguldak","164"
"","Muş-49","Göç Alan:Adana","356"
"","","Göç Alan:Adıyaman","77"
"","","Göç Alan:Afyonkarahisar","127"
"","","Göç Alan:Ağrı","261"
"","","Göç Alan:Aksaray","55"
"","","Göç Alan:Amasya","38"
"","","Göç Alan:Ankara","752"
"","","Göç Alan:Antalya","341"
"","","Göç Alan:Ardahan","13"
"","","Göç Alan:Artvin","27"
"","","Göç Alan:Aydın","467"
"","","Göç Alan:Balıkesir","296"
"","","Göç Alan:Bartın","37"
"","","Göç Alan:Batman","213"
"","","Göç Alan:Bayburt","23"
"","","Göç Alan:Bilecik","76"
"","","Göç Alan:Bingöl","237"
"","","Göç Alan:Bitlis","556"
"","","Göç Alan:Bolu","104"
"","","Göç Alan:Burdur","65"
"","","Göç Alan:Bursa","2649"
"","","Göç Alan:Çanakkale","175"
"","","Göç Alan:Çankırı","21"
"","","Göç Alan:Çorum","53"
"","","Göç Alan:Denizli","282"
"","","Göç Alan:Diyarbakır","607"
"","","Göç Alan:Düzce","57"
"","","Göç Alan:Edirne","59"
"","","Göç Alan:Elazığ","324"
"","","Göç Alan:Erzincan","78"
"","","Göç Alan:Erzurum","273"
"","","Göç Alan:Eskişehir","133"
"","","Göç Alan:Gaziantep","247"
"","","Göç Alan:Giresun","41"
"","","Göç Alan:Gümüşhane","38"
"","","Göç Alan:Hakkari","70"
"","","Göç Alan:Hatay","141"
"","","Göç Alan:Iğdır","46"
"","","Göç Alan:Isparta","30"
"","","Göç Alan:İstanbul","6489"
"","","Göç Alan:İzmir","1593"
"","","Göç Alan:Kahramanmaraş","211"
"","","Göç Alan:Karabük","41"
"","","Göç Alan:Karaman","41"
"","","Göç Alan:Kars","75"
"","","Göç Alan:Kastamonu","45"
"","","Göç Alan:Kayseri","127"
"","","Göç Alan:Kilis","25"
"","","Göç Alan:Kırıkkale","32"
"","","Göç Alan:Kırklareli","55"
"","","Göç Alan:Kırşehir","49"
"","","Göç Alan:Kocaeli","927"
"","","Göç Alan:Konya","196"
"","","Göç Alan:Kütahya","104"
"","","Göç Alan:Malatya","407"
"","","Göç Alan:Manisa","557"
"","","Göç Alan:Mardin","97"
"","","Göç Alan:Mersin","559"
"","","Göç Alan:Muğla","159"
"","","Göç Alan:Muş","0"
"","","Göç Alan:Nevşehir","39"
"","","Göç Alan:Niğde","43"
"","","Göç Alan:Ordu","60"
"","","Göç Alan:Osmaniye","81"
"","","Göç Alan:Rize","33"
"","","Göç Alan:Sakarya","251"
"","","Göç Alan:Samsun","102"
"","","Göç Alan:Şanlıurfa","192"
"","","Göç Alan:Siirt","91"
"","","Göç Alan:Sinop","13"
"","","Göç Alan:Şırnak","71"
"","","Göç Alan:Sivas","79"
"","","Göç Alan:Tekirdağ","519"
"","","Göç Alan:Tokat","105"
"","","Göç Alan:Trabzon","67"
"","","Göç Alan:Tunceli","69"
"","","Göç Alan:Uşak","43"
"","","Göç Alan:Van","449"
"","","Göç Alan:Yalova","242"
"","","Göç Alan:Yozgat","43"
"","","Göç Alan:Zonguldak","29"
"","Nevşehir-50","Göç Alan:Adana","301"
"","","Göç Alan:Adıyaman","47"
"","","Göç Alan:Afyonkarahisar","48"
"","","Göç Alan:Ağrı","36"
"","","Göç Alan:Aksaray","334"
"","","Göç Alan:Amasya","40"
"","","Göç Alan:Ankara","1200"
"","","Göç Alan:Antalya","422"
"","","Göç Alan:Ardahan","15"
"","","Göç Alan:Artvin","10"
"","","Göç Alan:Aydın","135"
"","","Göç Alan:Balıkesir","93"
"","","Göç Alan:Bartın","14"
"","","Göç Alan:Batman","33"
"","","Göç Alan:Bayburt","22"
"","","Göç Alan:Bilecik","16"
"","","Göç Alan:Bingöl","28"
"","","Göç Alan:Bitlis","18"
"","","Göç Alan:Bolu","36"
"","","Göç Alan:Burdur","16"
"","","Göç Alan:Bursa","199"
"","","Göç Alan:Çanakkale","62"
"","","Göç Alan:Çankırı","20"
"","","Göç Alan:Çorum","68"
"","","Göç Alan:Denizli","65"
"","","Göç Alan:Diyarbakır","61"
"","","Göç Alan:Düzce","31"
"","","Göç Alan:Edirne","23"
"","","Göç Alan:Elazığ","57"
"","","Göç Alan:Erzincan","37"
"","","Göç Alan:Erzurum","80"
"","","Göç Alan:Eskişehir","124"
"","","Göç Alan:Gaziantep","113"
"","","Göç Alan:Giresun","47"
"","","Göç Alan:Gümüşhane","33"
"","","Göç Alan:Hakkari","14"
"","","Göç Alan:Hatay","127"
"","","Göç Alan:Iğdır","17"
"","","Göç Alan:Isparta","58"
"","","Göç Alan:İstanbul","1828"
"","","Göç Alan:İzmir","315"
"","","Göç Alan:Kahramanmaraş","108"
"","","Göç Alan:Karabük","44"
"","","Göç Alan:Karaman","43"
"","","Göç Alan:Kars","22"
"","","Göç Alan:Kastamonu","53"
"","","Göç Alan:Kayseri","1936"
"","","Göç Alan:Kilis","14"
"","","Göç Alan:Kırıkkale","77"
"","","Göç Alan:Kırklareli","27"
"","","Göç Alan:Kırşehir","577"
"","","Göç Alan:Kocaeli","224"
"","","Göç Alan:Konya","465"
"","","Göç Alan:Kütahya","38"
"","","Göç Alan:Malatya","73"
"","","Göç Alan:Manisa","54"
"","","Göç Alan:Mardin","39"
"","","Göç Alan:Mersin","287"
"","","Göç Alan:Muğla","108"
"","","Göç Alan:Muş","21"
"","","Göç Alan:Nevşehir","0"
"","","Göç Alan:Niğde","275"
"","","Göç Alan:Ordu","49"
"","","Göç Alan:Osmaniye","88"
"","","Göç Alan:Rize","34"
"","","Göç Alan:Sakarya","62"
"","","Göç Alan:Samsun","86"
"","","Göç Alan:Şanlıurfa","144"
"","","Göç Alan:Siirt","17"
"","","Göç Alan:Sinop","19"
"","","Göç Alan:Şırnak","29"
"","","Göç Alan:Sivas","222"
"","","Göç Alan:Tekirdağ","78"
"","","Göç Alan:Tokat","58"
"","","Göç Alan:Trabzon","46"
"","","Göç Alan:Tunceli","13"
"","","Göç Alan:Uşak","15"
"","","Göç Alan:Van","51"
"","","Göç Alan:Yalova","22"
"","","Göç Alan:Yozgat","164"
"","","Göç Alan:Zonguldak","30"
"","Niğde-51","Göç Alan:Adana","2188"
"","","Göç Alan:Adıyaman","62"
"","","Göç Alan:Afyonkarahisar","58"
"","","Göç Alan:Ağrı","69"
"","","Göç Alan:Aksaray","400"
"","","Göç Alan:Amasya","43"
"","","Göç Alan:Ankara","1456"
"","","Göç Alan:Antalya","572"
"","","Göç Alan:Ardahan","19"
"","","Göç Alan:Artvin","13"
"","","Göç Alan:Aydın","113"
"","","Göç Alan:Balıkesir","94"
"","","Göç Alan:Bartın","18"
"","","Göç Alan:Batman","34"
"","","Göç Alan:Bayburt","22"
"","","Göç Alan:Bilecik","32"
"","","Göç Alan:Bingöl","27"
"","","Göç Alan:Bitlis","61"
"","","Göç Alan:Bolu","58"
"","","Göç Alan:Burdur","40"
"","","Göç Alan:Bursa","376"
"","","Göç Alan:Çanakkale","31"
"","","Göç Alan:Çankırı","32"
"","","Göç Alan:Çorum","50"
"","","Göç Alan:Denizli","80"
"","","Göç Alan:Diyarbakır","94"
"","","Göç Alan:Düzce","24"
"","","Göç Alan:Edirne","14"
"","","Göç Alan:Elazığ","62"
"","","Göç Alan:Erzincan","39"
"","","Göç Alan:Erzurum","82"
"","","Göç Alan:Eskişehir","148"
"","","Göç Alan:Gaziantep","135"
"","","Göç Alan:Giresun","41"
"","","Göç Alan:Gümüşhane","33"
"","","Göç Alan:Hakkari","44"
"","","Göç Alan:Hatay","229"
"","","Göç Alan:Iğdır","22"
"","","Göç Alan:Isparta","79"
"","","Göç Alan:İstanbul","2449"
"","","Göç Alan:İzmir","425"
"","","Göç Alan:Kahramanmaraş","165"
"","","Göç Alan:Karabük","36"
"","","Göç Alan:Karaman","89"
"","","Göç Alan:Kars","52"
"","","Göç Alan:Kastamonu","53"
"","","Göç Alan:Kayseri","1077"
"","","Göç Alan:Kilis","25"
"","","Göç Alan:Kırıkkale","308"
"","","Göç Alan:Kırklareli","34"
"","","Göç Alan:Kırşehir","105"
"","","Göç Alan:Kocaeli","202"
"","","Göç Alan:Konya","885"
"","","Göç Alan:Kütahya","40"
"","","Göç Alan:Malatya","66"
"","","Göç Alan:Manisa","88"
"","","Göç Alan:Mardin","68"
"","","Göç Alan:Mersin","920"
"","","Göç Alan:Muğla","127"
"","","Göç Alan:Muş","43"
"","","Göç Alan:Nevşehir","284"
"","","Göç Alan:Niğde","0"
"","","Göç Alan:Ordu","33"
"","","Göç Alan:Osmaniye","152"
"","","Göç Alan:Rize","20"
"","","Göç Alan:Sakarya","100"
"","","Göç Alan:Samsun","86"
"","","Göç Alan:Şanlıurfa","153"
"","","Göç Alan:Siirt","46"
"","","Göç Alan:Sinop","17"
"","","Göç Alan:Şırnak","60"
"","","Göç Alan:Sivas","157"
"","","Göç Alan:Tekirdağ","140"
"","","Göç Alan:Tokat","85"
"","","Göç Alan:Trabzon","53"
"","","Göç Alan:Tunceli","26"
"","","Göç Alan:Uşak","31"
"","","Göç Alan:Van","88"
"","","Göç Alan:Yalova","22"
"","","Göç Alan:Yozgat","110"
"","","Göç Alan:Zonguldak","45"
"","Ordu-52","Göç Alan:Adana","95"
"","","Göç Alan:Adıyaman","43"
"","","Göç Alan:Afyonkarahisar","77"
"","","Göç Alan:Ağrı","129"
"","","Göç Alan:Aksaray","45"
"","","Göç Alan:Amasya","308"
"","","Göç Alan:Ankara","2159"
"","","Göç Alan:Antalya","431"
"","","Göç Alan:Ardahan","39"
"","","Göç Alan:Artvin","195"
"","","Göç Alan:Aydın","177"
"","","Göç Alan:Balıkesir","181"
"","","Göç Alan:Bartın","82"
"","","Göç Alan:Batman","32"
"","","Göç Alan:Bayburt","109"
"","","Göç Alan:Bilecik","48"
"","","Göç Alan:Bingöl","37"
"","","Göç Alan:Bitlis","35"
"","","Göç Alan:Bolu","97"
"","","Göç Alan:Burdur","88"
"","","Göç Alan:Bursa","565"
"","","Göç Alan:Çanakkale","160"
"","","Göç Alan:Çankırı","38"
"","","Göç Alan:Çorum","175"
"","","Göç Alan:Denizli","147"
"","","Göç Alan:Diyarbakır","88"
"","","Göç Alan:Düzce","92"
"","","Göç Alan:Edirne","101"
"","","Göç Alan:Elazığ","95"
"","","Göç Alan:Erzincan","134"
"","","Göç Alan:Erzurum","470"
"","","Göç Alan:Eskişehir","205"
"","","Göç Alan:Gaziantep","101"
"","","Göç Alan:Giresun","1032"
"","","Göç Alan:Gümüşhane","221"
"","","Göç Alan:Hakkari","25"
"","","Göç Alan:Hatay","74"
"","","Göç Alan:Iğdır","27"
"","","Göç Alan:Isparta","105"
"","","Göç Alan:İstanbul","12437"
"","","Göç Alan:İzmir","635"
"","","Göç Alan:Kahramanmaraş","81"
"","","Göç Alan:Karabük","124"
"","","Göç Alan:Karaman","29"
"","","Göç Alan:Kars","86"
"","","Göç Alan:Kastamonu","148"
"","","Göç Alan:Kayseri","152"
"","","Göç Alan:Kilis","19"
"","","Göç Alan:Kırıkkale","85"
"","","Göç Alan:Kırklareli","123"
"","","Göç Alan:Kırşehir","69"
"","","Göç Alan:Kocaeli","1083"
"","","Göç Alan:Konya","281"
"","","Göç Alan:Kütahya","89"
"","","Göç Alan:Malatya","77"
"","","Göç Alan:Manisa","251"
"","","Göç Alan:Mardin","71"
"","","Göç Alan:Mersin","107"
"","","Göç Alan:Muğla","291"
"","","Göç Alan:Muş","39"
"","","Göç Alan:Nevşehir","52"
"","","Göç Alan:Niğde","48"
"","","Göç Alan:Ordu","0"
"","","Göç Alan:Osmaniye","32"
"","","Göç Alan:Rize","509"
"","","Göç Alan:Sakarya","387"
"","","Göç Alan:Samsun","3279"
"","","Göç Alan:Şanlıurfa","81"
"","","Göç Alan:Siirt","36"
"","","Göç Alan:Sinop","142"
"","","Göç Alan:Şırnak","67"
"","","Göç Alan:Sivas","295"
"","","Göç Alan:Tekirdağ","656"
"","","Göç Alan:Tokat","1107"
"","","Göç Alan:Trabzon","816"
"","","Göç Alan:Tunceli","33"
"","","Göç Alan:Uşak","41"
"","","Göç Alan:Van","132"
"","","Göç Alan:Yalova","95"
"","","Göç Alan:Yozgat","67"
"","","Göç Alan:Zonguldak","186"
"","Osmaniye-80","Göç Alan:Adana","2676"
"","","Göç Alan:Adıyaman","203"
"","","Göç Alan:Afyonkarahisar","137"
"","","Göç Alan:Ağrı","101"
"","","Göç Alan:Aksaray","100"
"","","Göç Alan:Amasya","61"
"","","Göç Alan:Ankara","1101"
"","","Göç Alan:Antalya","943"
"","","Göç Alan:Ardahan","22"
"","","Göç Alan:Artvin","44"
"","","Göç Alan:Aydın","126"
"","","Göç Alan:Balıkesir","117"
"","","Göç Alan:Bartın","18"
"","","Göç Alan:Batman","68"
"","","Göç Alan:Bayburt","27"
"","","Göç Alan:Bilecik","47"
"","","Göç Alan:Bingöl","71"
"","","Göç Alan:Bitlis","82"
"","","Göç Alan:Bolu","42"
"","","Göç Alan:Burdur","79"
"","","Göç Alan:Bursa","195"
"","","Göç Alan:Çanakkale","79"
"","","Göç Alan:Çankırı","33"
"","","Göç Alan:Çorum","46"
"","","Göç Alan:Denizli","113"
"","","Göç Alan:Diyarbakır","176"
"","","Göç Alan:Düzce","45"
"","","Göç Alan:Edirne","42"
"","","Göç Alan:Elazığ","161"
"","","Göç Alan:Erzincan","105"
"","","Göç Alan:Erzurum","167"
"","","Göç Alan:Eskişehir","131"
"","","Göç Alan:Gaziantep","1121"
"","","Göç Alan:Giresun","71"
"","","Göç Alan:Gümüşhane","119"
"","","Göç Alan:Hakkari","105"
"","","Göç Alan:Hatay","1291"
"","","Göç Alan:Iğdır","20"
"","","Göç Alan:Isparta","115"
"","","Göç Alan:İstanbul","1649"
"","","Göç Alan:İzmir","349"
"","","Göç Alan:Kahramanmaraş","1514"
"","","Göç Alan:Karabük","91"
"","","Göç Alan:Karaman","78"
"","","Göç Alan:Kars","79"
"","","Göç Alan:Kastamonu","129"
"","","Göç Alan:Kayseri","344"
"","","Göç Alan:Kilis","131"
"","","Göç Alan:Kırıkkale","43"
"","","Göç Alan:Kırklareli","46"
"","","Göç Alan:Kırşehir","108"
"","","Göç Alan:Kocaeli","235"
"","","Göç Alan:Konya","414"
"","","Göç Alan:Kütahya","68"
"","","Göç Alan:Malatya","260"
"","","Göç Alan:Manisa","101"
"","","Göç Alan:Mardin","123"
"","","Göç Alan:Mersin","786"
"","","Göç Alan:Muğla","188"
"","","Göç Alan:Muş","87"
"","","Göç Alan:Nevşehir","122"
"","","Göç Alan:Niğde","227"
"","","Göç Alan:Ordu","52"
"","","Göç Alan:Osmaniye","0"
"","","Göç Alan:Rize","44"
"","","Göç Alan:Sakarya","91"
"","","Göç Alan:Samsun","59"
"","","Göç Alan:Şanlıurfa","672"
"","","Göç Alan:Siirt","67"
"","","Göç Alan:Sinop","23"
"","","Göç Alan:Şırnak","84"
"","","Göç Alan:Sivas","157"
"","","Göç Alan:Tekirdağ","102"
"","","Göç Alan:Tokat","63"
"","","Göç Alan:Trabzon","56"
"","","Göç Alan:Tunceli","56"
"","","Göç Alan:Uşak","23"
"","","Göç Alan:Van","131"
"","","Göç Alan:Yalova","23"
"","","Göç Alan:Yozgat","167"
"","","Göç Alan:Zonguldak","61"
"","Rize-53","Göç Alan:Adana","111"
"","","Göç Alan:Adıyaman","46"
"","","Göç Alan:Afyonkarahisar","61"
"","","Göç Alan:Ağrı","101"
"","","Göç Alan:Aksaray","29"
"","","Göç Alan:Amasya","54"
"","","Göç Alan:Ankara","1236"
"","","Göç Alan:Antalya","247"
"","","Göç Alan:Ardahan","101"
"","","Göç Alan:Artvin","638"
"","","Göç Alan:Aydın","136"
"","","Göç Alan:Balıkesir","122"
"","","Göç Alan:Bartın","25"
"","","Göç Alan:Batman","26"
"","","Göç Alan:Bayburt","86"
"","","Göç Alan:Bilecik","20"
"","","Göç Alan:Bingöl","33"
"","","Göç Alan:Bitlis","22"
"","","Göç Alan:Bolu","59"
"","","Göç Alan:Burdur","20"
"","","Göç Alan:Bursa","467"
"","","Göç Alan:Çanakkale","69"
"","","Göç Alan:Çankırı","24"
"","","Göç Alan:Çorum","51"
"","","Göç Alan:Denizli","69"
"","","Göç Alan:Diyarbakır","54"
"","","Göç Alan:Düzce","60"
"","","Göç Alan:Edirne","50"
"","","Göç Alan:Elazığ","62"
"","","Göç Alan:Erzincan","74"
"","","Göç Alan:Erzurum","697"
"","","Göç Alan:Eskişehir","110"
"","","Göç Alan:Gaziantep","92"
"","","Göç Alan:Giresun","300"
"","","Göç Alan:Gümüşhane","144"
"","","Göç Alan:Hakkari","34"
"","","Göç Alan:Hatay","70"
"","","Göç Alan:Iğdır","32"
"","","Göç Alan:Isparta","36"
"","","Göç Alan:İstanbul","6783"
"","","Göç Alan:İzmir","526"
"","","Göç Alan:Kahramanmaraş","61"
"","","Göç Alan:Karabük","60"
"","","Göç Alan:Karaman","15"
"","","Göç Alan:Kars","66"
"","","Göç Alan:Kastamonu","60"
"","","Göç Alan:Kayseri","109"
"","","Göç Alan:Kilis","15"
"","","Göç Alan:Kırıkkale","29"
"","","Göç Alan:Kırklareli","39"
"","","Göç Alan:Kırşehir","26"
"","","Göç Alan:Kocaeli","676"
"","","Göç Alan:Konya","186"
"","","Göç Alan:Kütahya","65"
"","","Göç Alan:Malatya","54"
"","","Göç Alan:Manisa","103"
"","","Göç Alan:Mardin","27"
"","","Göç Alan:Mersin","103"
"","","Göç Alan:Muğla","111"
"","","Göç Alan:Muş","39"
"","","Göç Alan:Nevşehir","30"
"","","Göç Alan:Niğde","31"
"","","Göç Alan:Ordu","449"
"","","Göç Alan:Osmaniye","29"
"","","Göç Alan:Rize","0"
"","","Göç Alan:Sakarya","281"
"","","Göç Alan:Samsun","952"
"","","Göç Alan:Şanlıurfa","77"
"","","Göç Alan:Siirt","9"
"","","Göç Alan:Sinop","60"
"","","Göç Alan:Şırnak","32"
"","","Göç Alan:Sivas","64"
"","","Göç Alan:Tekirdağ","155"
"","","Göç Alan:Tokat","108"
"","","Göç Alan:Trabzon","1471"
"","","Göç Alan:Tunceli","12"
"","","Göç Alan:Uşak","30"
"","","Göç Alan:Van","115"
"","","Göç Alan:Yalova","114"
"","","Göç Alan:Yozgat","36"
"","","Göç Alan:Zonguldak","60"
"","Sakarya-54","Göç Alan:Adana","156"
"","","Göç Alan:Adıyaman","46"
"","","Göç Alan:Afyonkarahisar","157"
"","","Göç Alan:Ağrı","141"
"","","Göç Alan:Aksaray","61"
"","","Göç Alan:Amasya","53"
"","","Göç Alan:Ankara","1582"
"","","Göç Alan:Antalya","479"
"","","Göç Alan:Ardahan","43"
"","","Göç Alan:Artvin","81"
"","","Göç Alan:Aydın","221"
"","","Göç Alan:Balıkesir","379"
"","","Göç Alan:Bartın","143"
"","","Göç Alan:Batman","67"
"","","Göç Alan:Bayburt","64"
"","","Göç Alan:Bilecik","517"
"","","Göç Alan:Bingöl","61"
"","","Göç Alan:Bitlis","52"
"","","Göç Alan:Bolu","555"
"","","Göç Alan:Burdur","65"
"","","Göç Alan:Bursa","1201"
"","","Göç Alan:Çanakkale","222"
"","","Göç Alan:Çankırı","77"
"","","Göç Alan:Çorum","81"
"","","Göç Alan:Denizli","163"
"","","Göç Alan:Diyarbakır","134"
"","","Göç Alan:Düzce","957"
"","","Göç Alan:Edirne","136"
"","","Göç Alan:Elazığ","90"
"","","Göç Alan:Erzincan","93"
"","","Göç Alan:Erzurum","239"
"","","Göç Alan:Eskişehir","401"
"","","Göç Alan:Gaziantep","131"
"","","Göç Alan:Giresun","199"
"","","Göç Alan:Gümüşhane","97"
"","","Göç Alan:Hakkari","47"
"","","Göç Alan:Hatay","117"
"","","Göç Alan:Iğdır","40"
"","","Göç Alan:Isparta","78"
"","","Göç Alan:İstanbul","8796"
"","","Göç Alan:İzmir","560"
"","","Göç Alan:Kahramanmaraş","82"
"","","Göç Alan:Karabük","283"
"","","Göç Alan:Karaman","50"
"","","Göç Alan:Kars","101"
"","","Göç Alan:Kastamonu","193"
"","","Göç Alan:Kayseri","181"
"","","Göç Alan:Kilis","16"
"","","Göç Alan:Kırıkkale","62"
"","","Göç Alan:Kırklareli","142"
"","","Göç Alan:Kırşehir","56"
"","","Göç Alan:Kocaeli","3571"
"","","Göç Alan:Konya","349"
"","","Göç Alan:Kütahya","230"
"","","Göç Alan:Malatya","84"
"","","Göç Alan:Manisa","211"
"","","Göç Alan:Mardin","101"
"","","Göç Alan:Mersin","181"
"","","Göç Alan:Muğla","201"
"","","Göç Alan:Muş","95"
"","","Göç Alan:Nevşehir","38"
"","","Göç Alan:Niğde","63"
"","","Göç Alan:Ordu","269"
