"yil","aldigi_sehir","sehir","sayi"
"","","Göç Alan:Erzurum","56"
"","","Göç Alan:Eskişehir","153"
"","","Göç Alan:Gaziantep","49"
"","","Göç Alan:Giresun","84"
"","","Göç Alan:Gümüşhane","26"
"","","Göç Alan:Hakkari","11"
"","","Göç Alan:Hatay","52"
"","","Göç Alan:Iğdır","3"
"","","Göç Alan:Isparta","36"
"","","Göç Alan:İstanbul","2750"
"","","Göç Alan:İzmir","228"
"","","Göç Alan:Kahramanmaraş","45"
"","","Göç Alan:Karabük","168"
"","","Göç Alan:Karaman","6"
"","","Göç Alan:Kars","44"
"","","Göç Alan:Kastamonu","99"
"","","Göç Alan:Kayseri","89"
"","","Göç Alan:Kilis","4"
"","","Göç Alan:Kırıkkale","31"
"","","Göç Alan:Kırklareli","44"
"","","Göç Alan:Kırşehir","18"
"","","Göç Alan:Kocaeli","1508"
"","","Göç Alan:Konya","147"
"","","Göç Alan:Kütahya","81"
"","","Göç Alan:Malatya","26"
"","","Göç Alan:Manisa","75"
"","","Göç Alan:Mardin","30"
"","","Göç Alan:Mersin","63"
"","","Göç Alan:Muğla","120"
"","","Göç Alan:Muş","17"
"","","Göç Alan:Nevşehir","28"
"","","Göç Alan:Niğde","13"
"","","Göç Alan:Ordu","72"
"","","Göç Alan:Osmaniye","43"
"","","Göç Alan:Rize","27"
"","","Göç Alan:Sakarya","1398"
"","","Göç Alan:Samsun","118"
"","","Göç Alan:Şanlıurfa","38"
"","","Göç Alan:Siirt","23"
"","","Göç Alan:Sinop","32"
"","","Göç Alan:Şırnak","27"
"","","Göç Alan:Sivas","31"
"","","Göç Alan:Tekirdağ","138"
"","","Göç Alan:Tokat","45"
"","","Göç Alan:Trabzon","129"
"","","Göç Alan:Tunceli","12"
"","","Göç Alan:Uşak","15"
"","","Göç Alan:Van","34"
"","","Göç Alan:Yalova","103"
"","","Göç Alan:Yozgat","26"
"","","Göç Alan:Zonguldak","547"
"","Edirne-22","Göç Alan:Adana","89"
"","","Göç Alan:Adıyaman","21"
"","","Göç Alan:Afyonkarahisar","62"
"","","Göç Alan:Ağrı","73"
"","","Göç Alan:Aksaray","13"
"","","Göç Alan:Amasya","38"
"","","Göç Alan:Ankara","757"
"","","Göç Alan:Antalya","196"
"","","Göç Alan:Ardahan","18"
"","","Göç Alan:Artvin","23"
"","","Göç Alan:Aydın","148"
"","","Göç Alan:Balıkesir","386"
"","","Göç Alan:Bartın","30"
"","","Göç Alan:Batman","48"
"","","Göç Alan:Bayburt","14"
"","","Göç Alan:Bilecik","36"
"","","Göç Alan:Bingöl","42"
"","","Göç Alan:Bitlis","33"
"","","Göç Alan:Bolu","52"
"","","Göç Alan:Burdur","26"
"","","Göç Alan:Bursa","457"
"","","Göç Alan:Çanakkale","563"
"","","Göç Alan:Çankırı","15"
"","","Göç Alan:Çorum","48"
"","","Göç Alan:Denizli","113"
"","","Göç Alan:Diyarbakır","110"
"","","Göç Alan:Düzce","37"
"","","Göç Alan:Edirne","0"
"","","Göç Alan:Elazığ","32"
"","","Göç Alan:Erzincan","34"
"","","Göç Alan:Erzurum","70"
"","","Göç Alan:Eskişehir","152"
"","","Göç Alan:Gaziantep","92"
"","","Göç Alan:Giresun","52"
"","","Göç Alan:Gümüşhane","57"
"","","Göç Alan:Hakkari","48"
"","","Göç Alan:Hatay","89"
"","","Göç Alan:Iğdır","31"
"","","Göç Alan:Isparta","60"
"","","Göç Alan:İstanbul","5584"
"","","Göç Alan:İzmir","580"
"","","Göç Alan:Kahramanmaraş","58"
"","","Göç Alan:Karabük","65"
"","","Göç Alan:Karaman","19"
"","","Göç Alan:Kars","86"
"","","Göç Alan:Kastamonu","46"
"","","Göç Alan:Kayseri","66"
"","","Göç Alan:Kilis","24"
"","","Göç Alan:Kırıkkale","17"
"","","Göç Alan:Kırklareli","819"
"","","Göç Alan:Kırşehir","22"
"","","Göç Alan:Kocaeli","334"
"","","Göç Alan:Konya","142"
"","","Göç Alan:Kütahya","79"
"","","Göç Alan:Malatya","58"
"","","Göç Alan:Manisa","192"
"","","Göç Alan:Mardin","74"
"","","Göç Alan:Mersin","103"
"","","Göç Alan:Muğla","101"
"","","Göç Alan:Muş","38"
"","","Göç Alan:Nevşehir","23"
"","","Göç Alan:Niğde","26"
"","","Göç Alan:Ordu","162"
"","","Göç Alan:Osmaniye","29"
"","","Göç Alan:Rize","30"
"","","Göç Alan:Sakarya","167"
"","","Göç Alan:Samsun","127"
"","","Göç Alan:Şanlıurfa","90"
"","","Göç Alan:Siirt","65"
"","","Göç Alan:Sinop","25"
"","","Göç Alan:Şırnak","69"
"","","Göç Alan:Sivas","47"
"","","Göç Alan:Tekirdağ","2995"
"","","Göç Alan:Tokat","70"
"","","Göç Alan:Trabzon","90"
"","","Göç Alan:Tunceli","37"
"","","Göç Alan:Uşak","39"
"","","Göç Alan:Van","137"
"","","Göç Alan:Yalova","60"
"","","Göç Alan:Yozgat","16"
"","","Göç Alan:Zonguldak","132"
"","Elazığ-23","Göç Alan:Adana","664"
"","","Göç Alan:Adıyaman","265"
"","","Göç Alan:Afyonkarahisar","81"
"","","Göç Alan:Ağrı","112"
"","","Göç Alan:Aksaray","45"
"","","Göç Alan:Amasya","53"
"","","Göç Alan:Ankara","1406"
"","","Göç Alan:Antalya","582"
"","","Göç Alan:Ardahan","56"
"","","Göç Alan:Artvin","40"
"","","Göç Alan:Aydın","154"
"","","Göç Alan:Balıkesir","260"
"","","Göç Alan:Bartın","34"
"","","Göç Alan:Batman","175"
"","","Göç Alan:Bayburt","34"
"","","Göç Alan:Bilecik","39"
"","","Göç Alan:Bingöl","954"
"","","Göç Alan:Bitlis","140"
"","","Göç Alan:Bolu","44"
"","","Göç Alan:Burdur","37"
"","","Göç Alan:Bursa","517"
"","","Göç Alan:Çanakkale","62"
"","","Göç Alan:Çankırı","26"
"","","Göç Alan:Çorum","50"
"","","Göç Alan:Denizli","137"
"","","Göç Alan:Diyarbakır","1476"
"","","Göç Alan:Düzce","34"
"","","Göç Alan:Edirne","30"
"","","Göç Alan:Elazığ","0"
"","","Göç Alan:Erzincan","235"
"","","Göç Alan:Erzurum","277"
"","","Göç Alan:Eskişehir","232"
"","","Göç Alan:Gaziantep","439"
"","","Göç Alan:Giresun","81"
"","","Göç Alan:Gümüşhane","70"
"","","Göç Alan:Hakkari","60"
"","","Göç Alan:Hatay","311"
"","","Göç Alan:Iğdır","50"
"","","Göç Alan:Isparta","69"
"","","Göç Alan:İstanbul","4243"
"","","Göç Alan:İzmir","734"
"","","Göç Alan:Kahramanmaraş","409"
"","","Göç Alan:Karabük","39"
"","","Göç Alan:Karaman","40"
"","","Göç Alan:Kars","76"
"","","Göç Alan:Kastamonu","64"
"","","Göç Alan:Kayseri","344"
"","","Göç Alan:Kilis","42"
"","","Göç Alan:Kırıkkale","48"
"","","Göç Alan:Kırklareli","27"
"","","Göç Alan:Kırşehir","72"
"","","Göç Alan:Kocaeli","377"
"","","Göç Alan:Konya","339"
"","","Göç Alan:Kütahya","100"
"","","Göç Alan:Malatya","3465"
"","","Göç Alan:Manisa","154"
"","","Göç Alan:Mardin","134"
"","","Göç Alan:Mersin","544"
"","","Göç Alan:Muğla","202"
"","","Göç Alan:Muş","225"
"","","Göç Alan:Nevşehir","53"
"","","Göç Alan:Niğde","54"
"","","Göç Alan:Ordu","107"
"","","Göç Alan:Osmaniye","164"
"","","Göç Alan:Rize","53"
"","","Göç Alan:Sakarya","174"
"","","Göç Alan:Samsun","142"
"","","Göç Alan:Şanlıurfa","344"
"","","Göç Alan:Siirt","68"
"","","Göç Alan:Sinop","38"
"","","Göç Alan:Şırnak","115"
"","","Göç Alan:Sivas","173"
"","","Göç Alan:Tekirdağ","160"
"","","Göç Alan:Tokat","134"
"","","Göç Alan:Trabzon","124"
"","","Göç Alan:Tunceli","777"
"","","Göç Alan:Uşak","32"
"","","Göç Alan:Van","221"
"","","Göç Alan:Yalova","66"
"","","Göç Alan:Yozgat","80"
"","","Göç Alan:Zonguldak","74"
"","Erzincan-24","Göç Alan:Adana","158"
"","","Göç Alan:Adıyaman","98"
"","","Göç Alan:Afyonkarahisar","68"
"","","Göç Alan:Ağrı","106"
"","","Göç Alan:Aksaray","39"
"","","Göç Alan:Amasya","66"
"","","Göç Alan:Ankara","1192"
"","","Göç Alan:Antalya","352"
"","","Göç Alan:Ardahan","15"
"","","Göç Alan:Artvin","31"
"","","Göç Alan:Aydın","179"
"","","Göç Alan:Balıkesir","196"
"","","Göç Alan:Bartın","17"
"","","Göç Alan:Batman","50"
"","","Göç Alan:Bayburt","118"
"","","Göç Alan:Bilecik","39"
"","","Göç Alan:Bingöl","79"
"","","Göç Alan:Bitlis","58"
"","","Göç Alan:Bolu","34"
"","","Göç Alan:Burdur","37"
"","","Göç Alan:Bursa","308"
"","","Göç Alan:Çanakkale","59"
"","","Göç Alan:Çankırı","16"
"","","Göç Alan:Çorum","65"
"","","Göç Alan:Denizli","64"
"","","Göç Alan:Diyarbakır","156"
"","","Göç Alan:Düzce","36"
"","","Göç Alan:Edirne","30"
"","","Göç Alan:Elazığ","214"
"","","Göç Alan:Erzincan","0"
"","","Göç Alan:Erzurum","609"
"","","Göç Alan:Eskişehir","114"
"","","Göç Alan:Gaziantep","95"
"","","Göç Alan:Giresun","72"
"","","Göç Alan:Gümüşhane","583"
"","","Göç Alan:Hakkari","59"
"","","Göç Alan:Hatay","111"
"","","Göç Alan:Iğdır","92"
"","","Göç Alan:Isparta","44"
"","","Göç Alan:İstanbul","3468"
"","","Göç Alan:İzmir","563"
"","","Göç Alan:Kahramanmaraş","116"
"","","Göç Alan:Karabük","43"
"","","Göç Alan:Karaman","36"
"","","Göç Alan:Kars","100"
"","","Göç Alan:Kastamonu","42"
"","","Göç Alan:Kayseri","229"
"","","Göç Alan:Kilis","18"
"","","Göç Alan:Kırıkkale","42"
"","","Göç Alan:Kırklareli","17"
"","","Göç Alan:Kırşehir","35"
"","","Göç Alan:Kocaeli","293"
"","","Göç Alan:Konya","158"
"","","Göç Alan:Kütahya","39"
"","","Göç Alan:Malatya","181"
"","","Göç Alan:Manisa","124"
"","","Göç Alan:Mardin","59"
"","","Göç Alan:Mersin","129"
"","","Göç Alan:Muğla","102"
"","","Göç Alan:Muş","31"
"","","Göç Alan:Nevşehir","42"
"","","Göç Alan:Niğde","34"
"","","Göç Alan:Ordu","108"
"","","Göç Alan:Osmaniye","52"
"","","Göç Alan:Rize","67"
"","","Göç Alan:Sakarya","108"
"","","Göç Alan:Samsun","177"
"","","Göç Alan:Şanlıurfa","99"
"","","Göç Alan:Siirt","31"
"","","Göç Alan:Sinop","66"
"","","Göç Alan:Şırnak","39"
"","","Göç Alan:Sivas","275"
"","","Göç Alan:Tekirdağ","141"
"","","Göç Alan:Tokat","205"
"","","Göç Alan:Trabzon","255"
"","","Göç Alan:Tunceli","152"
"","","Göç Alan:Uşak","17"
"","","Göç Alan:Van","119"
"","","Göç Alan:Yalova","69"
"","","Göç Alan:Yozgat","59"
"","","Göç Alan:Zonguldak","42"
"","Erzurum-25","Göç Alan:Adana","391"
"","","Göç Alan:Adıyaman","159"
"","","Göç Alan:Afyonkarahisar","171"
"","","Göç Alan:Ağrı","464"
"","","Göç Alan:Aksaray","94"
"","","Göç Alan:Amasya","163"
"","","Göç Alan:Ankara","3457"
"","","Göç Alan:Antalya","785"
"","","Göç Alan:Ardahan","183"
"","","Göç Alan:Artvin","436"
"","","Göç Alan:Aydın","580"
"","","Göç Alan:Balıkesir","474"
"","","Göç Alan:Bartın","62"
"","","Göç Alan:Batman","110"
"","","Göç Alan:Bayburt","284"
"","","Göç Alan:Bilecik","132"
"","","Göç Alan:Bingöl","200"
"","","Göç Alan:Bitlis","137"
"","","Göç Alan:Bolu","104"
"","","Göç Alan:Burdur","54"
"","","Göç Alan:Bursa","3985"
"","","Göç Alan:Çanakkale","194"
"","","Göç Alan:Çankırı","96"
"","","Göç Alan:Çorum","166"
"","","Göç Alan:Denizli","444"
"","","Göç Alan:Diyarbakır","348"
"","","Göç Alan:Düzce","137"
"","","Göç Alan:Edirne","89"
"","","Göç Alan:Elazığ","318"
"","","Göç Alan:Erzincan","676"
"","","Göç Alan:Erzurum","0"
"","","Göç Alan:Eskişehir","344"
"","","Göç Alan:Gaziantep","399"
"","","Göç Alan:Giresun","371"
"","","Göç Alan:Gümüşhane","408"
"","","Göç Alan:Hakkari","69"
"","","Göç Alan:Hatay","372"
"","","Göç Alan:Iğdır","385"
"","","Göç Alan:Isparta","106"
"","","Göç Alan:İstanbul","9814"
"","","Göç Alan:İzmir","2782"
"","","Göç Alan:Kahramanmaraş","322"
"","","Göç Alan:Karabük","98"
"","","Göç Alan:Karaman","62"
"","","Göç Alan:Kars","619"
"","","Göç Alan:Kastamonu","111"
"","","Göç Alan:Kayseri","603"
"","","Göç Alan:Kilis","48"
"","","Göç Alan:Kırıkkale","149"
"","","Göç Alan:Kırklareli","139"
"","","Göç Alan:Kırşehir","111"
"","","Göç Alan:Kocaeli","2136"
"","","Göç Alan:Konya","736"
"","","Göç Alan:Kütahya","154"
"","","Göç Alan:Malatya","339"
"","","Göç Alan:Manisa","556"
"","","Göç Alan:Mardin","161"
"","","Göç Alan:Mersin","469"
"","","Göç Alan:Muğla","269"
"","","Göç Alan:Muş","245"
"","","Göç Alan:Nevşehir","133"
"","","Göç Alan:Niğde","96"
"","","Göç Alan:Ordu","500"
"","","Göç Alan:Osmaniye","171"
"","","Göç Alan:Rize","715"
"","","Göç Alan:Sakarya","562"
"","","Göç Alan:Samsun","721"
"","","Göç Alan:Şanlıurfa","449"
"","","Göç Alan:Siirt","86"
"","","Göç Alan:Sinop","93"
"","","Göç Alan:Şırnak","130"
"","","Göç Alan:Sivas","291"
"","","Göç Alan:Tekirdağ","1271"
"","","Göç Alan:Tokat","317"
"","","Göç Alan:Trabzon","1206"
"","","Göç Alan:Tunceli","38"
"","","Göç Alan:Uşak","79"
"","","Göç Alan:Van","281"
"","","Göç Alan:Yalova","459"
"","","Göç Alan:Yozgat","226"
"","","Göç Alan:Zonguldak","115"
"","Eskişehir-26","Göç Alan:Adana","316"
"","","Göç Alan:Adıyaman","74"
"","","Göç Alan:Afyonkarahisar","1052"
"","","Göç Alan:Ağrı","176"
"","","Göç Alan:Aksaray","87"
"","","Göç Alan:Amasya","99"
"","","Göç Alan:Ankara","3785"
"","","Göç Alan:Antalya","1184"
"","","Göç Alan:Ardahan","18"
"","","Göç Alan:Artvin","47"
"","","Göç Alan:Aydın","598"
"","","Göç Alan:Balıkesir","952"
"","","Göç Alan:Bartın","64"
"","","Göç Alan:Batman","117"
"","","Göç Alan:Bayburt","25"
"","","Göç Alan:Bilecik","1045"
"","","Göç Alan:Bingöl","38"
"","","Göç Alan:Bitlis","63"
"","","Göç Alan:Bolu","149"
"","","Göç Alan:Burdur","85"
"","","Göç Alan:Bursa","1392"
"","","Göç Alan:Çanakkale","261"
"","","Göç Alan:Çankırı","73"
"","","Göç Alan:Çorum","120"
"","","Göç Alan:Denizli","350"
"","","Göç Alan:Diyarbakır","230"
"","","Göç Alan:Düzce","99"
"","","Göç Alan:Edirne","105"
"","","Göç Alan:Elazığ","102"
"","","Göç Alan:Erzincan","69"
"","","Göç Alan:Erzurum","175"
"","","Göç Alan:Eskişehir","0"
"","","Göç Alan:Gaziantep","189"
"","","Göç Alan:Giresun","116"
"","","Göç Alan:Gümüşhane","41"
"","","Göç Alan:Hakkari","50"
"","","Göç Alan:Hatay","269"
"","","Göç Alan:Iğdır","55"
"","","Göç Alan:Isparta","204"
"","","Göç Alan:İstanbul","3560"
"","","Göç Alan:İzmir","1770"
"","","Göç Alan:Kahramanmaraş","144"
"","","Göç Alan:Karabük","126"
"","","Göç Alan:Karaman","56"
"","","Göç Alan:Kars","112"
"","","Göç Alan:Kastamonu","95"
"","","Göç Alan:Kayseri","273"
"","","Göç Alan:Kilis","6"
"","","Göç Alan:Kırıkkale","110"
"","","Göç Alan:Kırklareli","116"
"","","Göç Alan:Kırşehir","70"
"","","Göç Alan:Kocaeli","693"
"","","Göç Alan:Konya","944"
"","","Göç Alan:Kütahya","1026"
"","","Göç Alan:Malatya","313"
"","","Göç Alan:Manisa","365"
"","","Göç Alan:Mardin","133"
"","","Göç Alan:Mersin","450"
"","","Göç Alan:Muğla","550"
"","","Göç Alan:Muş","66"
"","","Göç Alan:Nevşehir","45"
"","","Göç Alan:Niğde","88"
"","","Göç Alan:Ordu","158"
"","","Göç Alan:Osmaniye","59"
"","","Göç Alan:Rize","61"
"","","Göç Alan:Sakarya","369"
"","","Göç Alan:Samsun","344"
"","","Göç Alan:Şanlıurfa","292"
"","","Göç Alan:Siirt","78"
"","","Göç Alan:Sinop","51"
"","","Göç Alan:Şırnak","63"
"","","Göç Alan:Sivas","170"
"","","Göç Alan:Tekirdağ","253"
"","","Göç Alan:Tokat","103"
"","","Göç Alan:Trabzon","149"
"","","Göç Alan:Tunceli","37"
"","","Göç Alan:Uşak","197"
"","","Göç Alan:Van","200"
"","","Göç Alan:Yalova","151"
"","","Göç Alan:Yozgat","91"
"","","Göç Alan:Zonguldak","166"
"","Gaziantep-27","Göç Alan:Adana","2051"
"","","Göç Alan:Adıyaman","1703"
"","","Göç Alan:Afyonkarahisar","219"
"","","Göç Alan:Ağrı","157"
"","","Göç Alan:Aksaray","149"
"","","Göç Alan:Amasya","91"
"","","Göç Alan:Ankara","2516"
"","","Göç Alan:Antalya","2133"
"","","Göç Alan:Ardahan","62"
"","","Göç Alan:Artvin","72"
"","","Göç Alan:Aydın","398"
"","","Göç Alan:Balıkesir","353"
"","","Göç Alan:Bartın","46"
"","","Göç Alan:Batman","282"
"","","Göç Alan:Bayburt","50"
"","","Göç Alan:Bilecik","54"
"","","Göç Alan:Bingöl","168"
"","","Göç Alan:Bitlis","167"
"","","Göç Alan:Bolu","98"
"","","Göç Alan:Burdur","77"
"","","Göç Alan:Bursa","703"
"","","Göç Alan:Çanakkale","165"
"","","Göç Alan:Çankırı","49"
"","","Göç Alan:Çorum","98"
"","","Göç Alan:Denizli","240"
"","","Göç Alan:Diyarbakır","784"
"","","Göç Alan:Düzce","64"
"","","Göç Alan:Edirne","91"
"","","Göç Alan:Elazığ","492"
"","","Göç Alan:Erzincan","155"
"","","Göç Alan:Erzurum","270"
"","","Göç Alan:Eskişehir","309"
"","","Göç Alan:Gaziantep","0"
"","","Göç Alan:Giresun","145"
"","","Göç Alan:Gümüşhane","150"
"","","Göç Alan:Hakkari","105"
"","","Göç Alan:Hatay","2251"
"","","Göç Alan:Iğdır","50"
"","","Göç Alan:Isparta","212"
"","","Göç Alan:İstanbul","4608"
"","","Göç Alan:İzmir","1287"
"","","Göç Alan:Kahramanmaraş","3219"
"","","Göç Alan:Karabük","84"
"","","Göç Alan:Karaman","137"
"","","Göç Alan:Kars","94"
"","","Göç Alan:Kastamonu","95"
"","","Göç Alan:Kayseri","633"
"","","Göç Alan:Kilis","1730"
"","","Göç Alan:Kırıkkale","101"
"","","Göç Alan:Kırklareli","72"
"","","Göç Alan:Kırşehir","113"
"","","Göç Alan:Kocaeli","551"
"","","Göç Alan:Konya","767"
"","","Göç Alan:Kütahya","150"
"","","Göç Alan:Malatya","1115"
"","","Göç Alan:Manisa","230"
"","","Göç Alan:Mardin","439"
"","","Göç Alan:Mersin","2227"
"","","Göç Alan:Muğla","508"
"","","Göç Alan:Muş","171"
"","","Göç Alan:Nevşehir","101"
"","","Göç Alan:Niğde","260"
"","","Göç Alan:Ordu","93"
"","","Göç Alan:Osmaniye","1315"
"","","Göç Alan:Rize","65"
"","","Göç Alan:Sakarya","154"
"","","Göç Alan:Samsun","239"
"","","Göç Alan:Şanlıurfa","3991"
"","","Göç Alan:Siirt","224"
"","","Göç Alan:Sinop","41"
"","","Göç Alan:Şırnak","504"
"","","Göç Alan:Sivas","274"
"","","Göç Alan:Tekirdağ","237"
"","","Göç Alan:Tokat","155"
"","","Göç Alan:Trabzon","208"
"","","Göç Alan:Tunceli","121"
"","","Göç Alan:Uşak","67"
"","","Göç Alan:Van","494"
"","","Göç Alan:Yalova","89"
"","","Göç Alan:Yozgat","179"
"","","Göç Alan:Zonguldak","94"
"","Giresun-28","Göç Alan:Adana","153"
"","","Göç Alan:Adıyaman","56"
"","","Göç Alan:Afyonkarahisar","78"
"","","Göç Alan:Ağrı","106"
"","","Göç Alan:Aksaray","52"
"","","Göç Alan:Amasya","92"
"","","Göç Alan:Ankara","894"
"","","Göç Alan:Antalya","261"
"","","Göç Alan:Ardahan","37"
"","","Göç Alan:Artvin","94"
"","","Göç Alan:Aydın","113"
"","","Göç Alan:Balıkesir","135"
"","","Göç Alan:Bartın","37"
"","","Göç Alan:Batman","31"
"","","Göç Alan:Bayburt","46"
"","","Göç Alan:Bilecik","30"
"","","Göç Alan:Bingöl","41"
"","","Göç Alan:Bitlis","36"
"","","Göç Alan:Bolu","70"
"","","Göç Alan:Burdur","26"
"","","Göç Alan:Bursa","1148"
"","","Göç Alan:Çanakkale","71"
"","","Göç Alan:Çankırı","34"
"","","Göç Alan:Çorum","97"
"","","Göç Alan:Denizli","73"
"","","Göç Alan:Diyarbakır","84"
"","","Göç Alan:Düzce","116"
"","","Göç Alan:Edirne","54"
"","","Göç Alan:Elazığ","90"
"","","Göç Alan:Erzincan","105"
"","","Göç Alan:Erzurum","262"
"","","Göç Alan:Eskişehir","118"
"","","Göç Alan:Gaziantep","114"
"","","Göç Alan:Giresun","0"
"","","Göç Alan:Gümüşhane","522"
"","","Göç Alan:Hakkari","31"
"","","Göç Alan:Hatay","121"
"","","Göç Alan:Iğdır","51"
"","","Göç Alan:Isparta","34"
"","","Göç Alan:İstanbul","9203"
"","","Göç Alan:İzmir","324"
"","","Göç Alan:Kahramanmaraş","123"
"","","Göç Alan:Karabük","70"
"","","Göç Alan:Karaman","31"
"","","Göç Alan:Kars","71"
"","","Göç Alan:Kastamonu","108"
"","","Göç Alan:Kayseri","175"
"","","Göç Alan:Kilis","9"
"","","Göç Alan:Kırıkkale","61"
"","","Göç Alan:Kırklareli","46"
"","","Göç Alan:Kırşehir","25"
"","","Göç Alan:Kocaeli","1506"
"","","Göç Alan:Konya","186"
"","","Göç Alan:Kütahya","62"
"","","Göç Alan:Malatya","88"
"","","Göç Alan:Manisa","135"
"","","Göç Alan:Mardin","60"
"","","Göç Alan:Mersin","152"
"","","Göç Alan:Muğla","138"
"","","Göç Alan:Muş","50"
"","","Göç Alan:Nevşehir","36"
"","","Göç Alan:Niğde","38"
"","","Göç Alan:Ordu","1194"
"","","Göç Alan:Osmaniye","63"
"","","Göç Alan:Rize","276"
"","","Göç Alan:Sakarya","283"
"","","Göç Alan:Samsun","938"
"","","Göç Alan:Şanlıurfa","73"
"","","Göç Alan:Siirt","40"
"","","Göç Alan:Sinop","57"
"","","Göç Alan:Şırnak","65"
"","","Göç Alan:Sivas","212"
"","","Göç Alan:Tekirdağ","160"
"","","Göç Alan:Tokat","139"
"","","Göç Alan:Trabzon","1438"
"","","Göç Alan:Tunceli","64"
"","","Göç Alan:Uşak","25"
"","","Göç Alan:Van","89"
"","","Göç Alan:Yalova","97"
"","","Göç Alan:Yozgat","50"
"","","Göç Alan:Zonguldak","147"
"","Gümüşhane-29","Göç Alan:Adana","105"
"","","Göç Alan:Adıyaman","25"
"","","Göç Alan:Afyonkarahisar","45"
"","","Göç Alan:Ağrı","72"
"","","Göç Alan:Aksaray","57"
"","","Göç Alan:Amasya","48"
"","","Göç Alan:Ankara","1378"
"","","Göç Alan:Antalya","227"
"","","Göç Alan:Ardahan","11"
"","","Göç Alan:Artvin","41"
"","","Göç Alan:Aydın","49"
"","","Göç Alan:Balıkesir","119"
"","","Göç Alan:Bartın","20"
"","","Göç Alan:Batman","41"
"","","Göç Alan:Bayburt","142"
"","","Göç Alan:Bilecik","22"
"","","Göç Alan:Bingöl","24"
"","","Göç Alan:Bitlis","19"
"","","Göç Alan:Bolu","28"
"","","Göç Alan:Burdur","11"
"","","Göç Alan:Bursa","573"
"","","Göç Alan:Çanakkale","50"
"","","Göç Alan:Çankırı","12"
"","","Göç Alan:Çorum","52"
"","","Göç Alan:Denizli","45"
"","","Göç Alan:Diyarbakır","31"
"","","Göç Alan:Düzce","27"
"","","Göç Alan:Edirne","37"
"","","Göç Alan:Elazığ","53"
"","","Göç Alan:Erzincan","744"
"","","Göç Alan:Erzurum","329"
"","","Göç Alan:Eskişehir","59"
"","","Göç Alan:Gaziantep","66"
"","","Göç Alan:Giresun","614"
"","","Göç Alan:Gümüşhane","0"
"","","Göç Alan:Hakkari","13"
"","","Göç Alan:Hatay","61"
"","","Göç Alan:Iğdır","36"
"","","Göç Alan:Isparta","31"
"","","Göç Alan:İstanbul","5091"
"","","Göç Alan:İzmir","361"
"","","Göç Alan:Kahramanmaraş","65"
"","","Göç Alan:Karabük","23"
"","","Göç Alan:Karaman","7"
"","","Göç Alan:Kars","25"
"","","Göç Alan:Kastamonu","36"
"","","Göç Alan:Kayseri","116"
"","","Göç Alan:Kilis","8"
"","","Göç Alan:Kırıkkale","34"
"","","Göç Alan:Kırklareli","82"
"","","Göç Alan:Kırşehir","37"
"","","Göç Alan:Kocaeli","1032"
"","","Göç Alan:Konya","124"
"","","Göç Alan:Kütahya","25"
"","","Göç Alan:Malatya","54"
"","","Göç Alan:Manisa","58"
"","","Göç Alan:Mardin","15"
"","","Göç Alan:Mersin","126"
"","","Göç Alan:Muğla","87"
"","","Göç Alan:Muş","33"
"","","Göç Alan:Nevşehir","39"
"","","Göç Alan:Niğde","36"
"","","Göç Alan:Ordu","180"
"","","Göç Alan:Osmaniye","57"
"","","Göç Alan:Rize","176"
"","","Göç Alan:Sakarya","118"
"","","Göç Alan:Samsun","557"
"","","Göç Alan:Şanlıurfa","41"
"","","Göç Alan:Siirt","22"
"","","Göç Alan:Sinop","22"
"","","Göç Alan:Şırnak","27"
"","","Göç Alan:Sivas","85"
"","","Göç Alan:Tekirdağ","82"
"","","Göç Alan:Tokat","66"
"","","Göç Alan:Trabzon","1581"
"","","Göç Alan:Tunceli","21"
"","","Göç Alan:Uşak","24"
"","","Göç Alan:Van","51"
"","","Göç Alan:Yalova","38"
"","","Göç Alan:Yozgat","28"
"","","Göç Alan:Zonguldak","64"
"","Hakkari-30","Göç Alan:Adana","167"
"","","Göç Alan:Adıyaman","95"
"","","Göç Alan:Afyonkarahisar","26"
"","","Göç Alan:Ağrı","75"
"","","Göç Alan:Aksaray","17"
"","","Göç Alan:Amasya","27"
"","","Göç Alan:Ankara","705"
"","","Göç Alan:Antalya","326"
"","","Göç Alan:Ardahan","17"
"","","Göç Alan:Artvin","9"
"","","Göç Alan:Aydın","108"
"","","Göç Alan:Balıkesir","126"
"","","Göç Alan:Bartın","17"
"","","Göç Alan:Batman","104"
"","","Göç Alan:Bayburt","12"
"","","Göç Alan:Bilecik","15"
"","","Göç Alan:Bingöl","38"
"","","Göç Alan:Bitlis","79"
"","","Göç Alan:Bolu","23"
"","","Göç Alan:Burdur","34"
"","","Göç Alan:Bursa","204"
"","","Göç Alan:Çanakkale","57"
"","","Göç Alan:Çankırı","19"
"","","Göç Alan:Çorum","26"
"","","Göç Alan:Denizli","91"
"","","Göç Alan:Diyarbakır","157"
"","","Göç Alan:Düzce","23"
"","","Göç Alan:Edirne","40"
"","","Göç Alan:Elazığ","51"
"","","Göç Alan:Erzincan","55"
"","","Göç Alan:Erzurum","64"
"","","Göç Alan:Eskişehir","80"
"","","Göç Alan:Gaziantep","98"
"","","Göç Alan:Giresun","34"
"","","Göç Alan:Gümüşhane","33"
"","","Göç Alan:Hakkari","0"
"","","Göç Alan:Hatay","173"
"","","Göç Alan:Iğdır","41"
"","","Göç Alan:Isparta","97"
