"cinsiyet","","","yil","il","sayi",""
"","","","","Kırıkkale(Balışeyh)-1882","35",""
"","","","","Kırıkkale(Çelebi)-1901","7",""
"","","","","Kırıkkale(Delice)-1268","31",""
"","","","","Kırıkkale(Karakeçili)-1954","30",""
"","","","","Kırıkkale(Keskin)-1463","95",""
"","","","","Kırıkkale(Merkez)-1469","1322",""
"","","","","Kırıkkale(Sulakyurt)-1638","22",""
"","","","","Kırıkkale(Yahşihan)-1992","122",""
"","","","","Kırklareli(Babaeski)-1163","235",""
"","","","","Kırklareli(Demirköy)-1270","41",""
"","","","","Kırklareli(Kofçaz)-1480","10",""
"","","","","Kırklareli(Lüleburgaz)-1505","867",""
"","","","","Kırklareli(Merkez)-1471","549",""
"","","","","Kırklareli(Pehlivanköy)-1572","9",""
"","","","","Kırklareli(Pınarhisar)-1577","90",""
"","","","","Kırklareli(Vize)-1714","130",""
"","","","","Kırşehir(Akçakent)-1869","12",""
"","","","","Kırşehir(Akpınar)-1754","45",""
"","","","","Kırşehir(Boztepe)-1890","36",""
"","","","","Kırşehir(Çiçekdağı)-1254","99",""
"","","","","Kırşehir(Kaman)-1429","189",""
"","","","","Kırşehir(Merkez)-1472","977",""
"","","","","Kırşehir(Mucur)-1529","131",""
"","","","","Kocaeli(Başiskele)-2058","768",""
"","","","","Kocaeli(Çayırova)-2059","1250",""
"","","","","Kocaeli(Darıca)-2060","1850",""
"","","","","Kocaeli(Derince)-2030","1126",""
"","","","","Kocaeli(Dilovası)-2061","505",""
"","","","","Kocaeli(Gebze)-1338","3351",""
"","","","","Kocaeli(Gölcük)-1355","1194",""
"","","","","Kocaeli(İzmit)-2062","2782",""
"","","","","Kocaeli(Kandıra)-1430","269",""
"","","","","Kocaeli(Karamürsel)-1440","362",""
"","","","","Kocaeli(Kartepe)-2063","965",""
"","","","","Kocaeli(Körfez)-1821","1507",""
"","","","","Konya(Ahırlı)-1868","27",""
"","","","","Konya(Akören)-1753","41",""
"","","","","Konya(Akşehir)-1122","632",""
"","","","","Konya(Altınekin)-1760","155",""
"","","","","Konya(Beyşehir)-1188","509",""
"","","","","Konya(Bozkır)-1207","173",""
"","","","","Konya(Çeltik)-1902","66",""
"","","","","Konya(Cihanbeyli)-1222","484",""
"","","","","Konya(Çumra)-1262","595",""
"","","","","Konya(Derbent)-1907","19",""
"","","","","Konya(Derebucak)-1789","35",""
"","","","","Konya(Doğanhisar)-1285","62",""
"","","","","Konya(Emirgazi)-1920","77",""
"","","","","Konya(Ereğli)-1312","1046",""
"","","","","Konya(Güneysınır)-1933","80",""
"","","","","Konya(Hadim)-1375","87",""
"","","","","Konya(Halkapınar)-1937","28",""
"","","","","Konya(Hüyük)-1804","71",""
"","","","","Konya(Ilgın)-1400","399",""
"","","","","Konya(Kadınhanı)-1422","308",""
"","","","","Konya(Karapınar)-1441","468",""
"","","","","Konya(Karatay)-1814","3284",""
"","","","","Konya(Kulu)-1491","378",""
"","","","","Konya(Meram)-1827","3255",""
"","","","","Konya(Sarayönü)-1598","236",""
"","","","","Konya(Selçuklu)-1839","5484",""
"","","","","Konya(Seydişehir)-1617","412",""
"","","","","Konya(Taşkent)-1848","44",""
"","","","","Konya(Tuzlukçu)-1990","23",""
"","","","","Konya(Yalıhüyük)-1994","5",""
"","","","","Konya(Yunak)-1735","191",""
"","","","","Kütahya(Altıntaş)-1132","80",""
"","","","","Kütahya(Aslanapa)-1764","49",""
"","","","","Kütahya(Çavdarhisar)-1898","25",""
"","","","","Kütahya(Domaniç)-1288","77",""
"","","","","Kütahya(Dumlupınar)-1790","15",""
"","","","","Kütahya(Emet)-1304","136",""
"","","","","Kütahya(Gediz)-1339","301",""
"","","","","Kütahya(Hisarcık)-1802","82",""
"","","","","Kütahya(Merkez)-1500","1784",""
"","","","","Kütahya(Pazarlar)-1979","19",""
"","","","","Kütahya(Şaphane)-1843","25",""
"","","","","Kütahya(Simav)-1625","326",""
"","","","","Kütahya(Tavşanlı)-1671","652",""
"","","","","Malatya(Akçadağ)-1114","153",""
"","","","","Malatya(Arapgir)-1143","57",""
"","","","","Malatya(Arguvan)-1148","32",""
"","","","","Malatya(Battalgazi)-1772","2445",""
"","","","","Malatya(Darende)-1265","194",""
"","","","","Malatya(Doğanşehir)-1286","317",""
"","","","","Malatya(Doğanyol)-1914","29",""
"","","","","Malatya(Hekimhan)-1390","91",""
"","","","","Malatya(Kale)-1953","28",""
"","","","","Malatya(Kuluncak)-1969","49",""
"","","","","Malatya(Pütürge)-1582","131",""
"","","","","Malatya(Yazıhan)-1995","92",""
"","","","","Malatya(Yeşilyurt)-1729","2536",""
"","","","","Manisa(Ahmetli)-1751","106",""
"","","","","Manisa(Akhisar)-1118","1084",""
"","","","","Manisa(Alaşehir)-1127","756",""
"","","","","Manisa(Demirci)-1269","178",""
"","","","","Manisa(Gölmarmara)-1793","95",""
"","","","","Manisa(Gördes)-1362","168",""
"","","","","Manisa(Kırkağaç)-1470","268",""
"","","","","Manisa(Köprübaşı)-1965","63",""
"","","","","Manisa(Kula)-1489","238",""
"","","","","Manisa(Salihli)-1590","1017",""
"","","","","Manisa(Sarıgöl)-1600","231",""
"","","","","Manisa(Saruhanlı)-1606","340",""
"","","","","Manisa(Şehzadeler)-2086","1342",""
"","","","","Manisa(Selendi)-1613","124",""
"","","","","Manisa(Soma)-1634","834",""
"","","","","Manisa(Turgutlu)-1689","1269",""
"","","","","Manisa(Yunusemre)-2087","1909",""
"","","","","Mardin(Artuklu)-2088","2172",""
"","","","","Mardin(Dargeçit)-1787","381",""
"","","","","Mardin(Derik)-1273","941",""
"","","","","Mardin(Kızıltepe)-1474","3567",""
"","","","","Mardin(Mazıdağı)-1519","502",""
"","","","","Mardin(Midyat)-1526","1287",""
"","","","","Mardin(Nusaybin)-1547","1453",""
"","","","","Mardin(Ömerli)-1564","152",""
"","","","","Mardin(Savur)-1609","327",""
"","","","","Mardin(Yeşilli)-2002","245",""
"","","","","Mersin(Akdeniz)-2064","2894",""
"","","","","Mersin(Anamur)-1135","388",""
"","","","","Mersin(Aydıncık)-1766","80",""
"","","","","Mersin(Bozyazı)-1779","164",""
"","","","","Mersin(Çamlıyayla)-1892","53",""
"","","","","Mersin(Erdemli)-1311","971",""
"","","","","Mersin(Gülnar)-1366","155",""
"","","","","Mersin(Mezitli)-2065","1243",""
"","","","","Mersin(Mut)-1536","470",""
"","","","","Mersin(Silifke)-1621","754",""
"","","","","Mersin(Tarsus)-1665","3169",""
"","","","","Mersin(Toroslar)-2066","2594",""
"","","","","Mersin(Yenişehir)-2067","1713",""
"","","","","Muğla(Bodrum)-1197","1105",""
"","","","","Muğla(Dalaman)-1742","223",""
"","","","","Muğla(Datça)-1266","109",""
"","","","","Muğla(Fethiye)-1331","1012",""
"","","","","Muğla(Kavaklıdere)-1958","80",""
"","","","","Muğla(Köyceğiz)-1488","216",""
"","","","","Muğla(Marmaris)-1517","628",""
"","","","","Muğla(Menteşe)-2089","580",""
"","","","","Muğla(Milas)-1528","891",""
"","","","","Muğla(Ortaca)-1831","282",""
"","","","","Muğla(Seydikemer)-2090","325",""
"","","","","Muğla(Ula)-1695","127",""
"","","","","Muğla(Yatağan)-1719","291",""
"","","","","Muş(Bulanık)-1213","1205",""
"","","","","Muş(Hasköy)-1801","379",""
"","","","","Muş(Korkut)-1964","371",""
"","","","","Muş(Malazgirt)-1510","769",""
"","","","","Muş(Merkez)-1534","2722",""
"","","","","Muş(Varto)-1711","331",""
"","","","","Nevşehir(Acıgöl)-1749","169",""
"","","","","Nevşehir(Avanos)-1155","227",""
"","","","","Nevşehir(Derinkuyu)-1274","174",""
"","","","","Nevşehir(Gülşehir)-1367","159",""
"","","","","Nevşehir(Hacıbektaş)-1374","42",""
"","","","","Nevşehir(Kozaklı)-1485","95",""
"","","","","Nevşehir(Merkez)-1543","1032",""
"","","","","Nevşehir(Ürgüp)-1707","225",""
"","","","","Niğde(Altunhisar)-1876","131",""
"","","","","Niğde(Bor)-1201","475",""
"","","","","Niğde(Çamardı)-1225","92",""
"","","","","Niğde(Çiftlik)-1904","329",""
"","","","","Niğde(Merkez)-1544","1782",""
"","","","","Niğde(Ulukışla)-1700","130",""
"","","","","Ordu(Akkuş)-1119","131",""
"","","","","Ordu(Altınordu)-2103","1409",""
"","","","","Ordu(Aybastı)-1158","162",""
"","","","","Ordu(Çamaş)-1891","48",""
"","","","","Ordu(Çatalpınar)-1897","89",""
"","","","","Ordu(Çaybaşı)-1900","85",""
"","","","","Ordu(Fatsa)-1328","780",""
"","","","","Ordu(Gölköy)-1358","196",""
"","","","","Ordu(Gülyalı)-1795","31",""
"","","","","Ordu(Gürgentepe)-1797","57",""
"","","","","Ordu(İkizce)-1947","114",""
"","","","","Ordu(Kabadüz)-1950","28",""
"","","","","Ordu(Kabataş)-1951","62",""
"","","","","Ordu(Korgan)-1482","219",""
"","","","","Ordu(Kumru)-1493","229",""
"","","","","Ordu(Mesudiye)-1525","53",""
"","","","","Ordu(Perşembe)-1573","95",""
"","","","","Ordu(Ulubey)-1696","63",""
"","","","","Ordu(Ünye)-1706","779",""
"","","","","Osmaniye(Bahçe)-1165","190",""
"","","","","Osmaniye(Düziçi)-1743","733",""
"","","","","Osmaniye(Hasanbeyli)-2027","33",""
"","","","","Osmaniye(Kadirli)-1423","892",""
"","","","","Osmaniye(Merkez)-1560","2652",""
"","","","","Osmaniye(Sumbas)-2028","89",""
"","","","","Osmaniye(Toprakkale)-2029","167",""
"","","","","Rize(Ardeşen)-1146","268",""
"","","","","Rize(Çamlıhemşin)-1228","36",""
"","","","","Rize(Çayeli)-1241","243",""
"","","","","Rize(Derepazarı)-1908","47",""
"","","","","Rize(Fındıklı)-1332","90",""
"","","","","Rize(Güneysu)-1796","84",""
"","","","","Rize(Hemşin)-1943","6",""
"","","","","Rize(İkizdere)-1405","22",""
"","","","","Rize(İyidere)-1949","40",""
"","","","","Rize(Kalkandere)-1428","64",""
"","","","","Rize(Merkez)-1586","1065",""
"","","","","Rize(Pazar)-1569","172",""
"","","","","Sakarya(Adapazarı)-2068","2080",""
"","","","","Sakarya(Akyazı)-1123","620",""
"","","","","Sakarya(Arifiye)-2069","362",""
"","","","","Sakarya(Erenler)-2070","703",""
"","","","","Sakarya(Ferizli)-1925","180",""
"","","","","Sakarya(Geyve)-1351","359",""
"","","","","Sakarya(Hendek)-1391","623",""
"","","","","Sakarya(Karapürçek)-1955","110",""
"","","","","Sakarya(Karasu)-1442","444",""
"","","","","Sakarya(Kaynarca)-1453","178",""
"","","","","Sakarya(Kocaali)-1818","120",""
"","","","","Sakarya(Pamukova)-1833","185",""
"","","","","Sakarya(Sapanca)-1595","345",""
"","","","","Sakarya(Serdivan)-2071","870",""
"","","","","Sakarya(Söğütlü)-1986","89",""
"","","","","Sakarya(Taraklı)-1847","49",""
"","","","","Samsun(19 Mayıs)-1830","117",""
"","","","","Samsun(Alaçam)-1125","126",""
"","","","","Samsun(Asarcık)-1763","160",""
"","","","","Samsun(Atakum)-2072","1144",""
"","","","","Samsun(Ayvacık)-1879","194",""
"","","","","Samsun(Bafra)-1164","867",""
"","","","","Samsun(Canik)-2073","860",""
"","","","","Samsun(Çarşamba)-1234","907",""
"","","","","Samsun(Havza)-1386","231",""
"","","","","Samsun(İlkadım)-2074","2209",""
"","","","","Samsun(Kavak)-1452","129",""
"","","","","Samsun(Ladik)-1501","88",""
"","","","","Samsun(Salıpazarı)-1838","97",""
"","","","","Samsun(Tekkeköy)-1849","384",""
"","","","","Samsun(Terme)-1676","421",""
"","","","","Samsun(Vezirköprü)-1712","915",""
"","","","","Samsun(Yakakent)-1993","43",""
"","","","","Şanlıurfa(Akçakale)-1115","2224",""
"","","","","Şanlıurfa(Birecik)-1194","1410",""
"","","","","Şanlıurfa(Bozova)-1209","852",""
"","","","","Şanlıurfa(Ceylanpınar)-1220","1392",""
"","","","","Şanlıurfa(Eyyübiye)-2091","6878",""
"","","","","Şanlıurfa(Halfeti)-1378","531",""
"","","","","Şanlıurfa(Haliliye)-2092","5315",""
"","","","","Şanlıurfa(Harran)-1800","1921",""
"","","","","Şanlıurfa(Hilvan)-1393","599",""
"","","","","Şanlıurfa(Karaköprü)-2093","1907",""
"","","","","Şanlıurfa(Siverek)-1630","4021",""
"","","","","Şanlıurfa(Suruç)-1643","1731",""
"","","","","Şanlıurfa(Viranşehir)-1713","3185",""
"","","","","Siirt(Baykan)-1179","380",""
"","","","","Siirt(Eruh)-1317","264",""
"","","","","Siirt(Kurtalan)-1495","829",""
"","","","","Siirt(Merkez)-1620","2023",""
"","","","","Siirt(Pervari)-1575","459",""
"","","","","Siirt(Şirvan)-1662","353",""
"","","","","Siirt(Tillo)-1878","58",""
"","","","","Sinop(Ayancık)-1156","106",""
"","","","","Sinop(Boyabat)-1204","311",""
"","","","","Sinop(Dikmen)-1910","26",""
"","","","","Sinop(Durağan)-1290","125",""
"","","","","Sinop(Erfelek)-1314","45",""
"","","","","Sinop(Gerze)-1349","108",""
"","","","","Sinop(Merkez)-1627","320",""
"","","","","Sinop(Saraydüzü)-1981","18",""
"","","","","Sinop(Türkeli)-1693","98",""
"","","","","Şırnak(Beytüşşebap)-1189","182",""
"","","","","Şırnak(Cizre)-1223","2191",""
"","","","","Şırnak(Güçlükonak)-1931","175",""
"","","","","Şırnak(İdil)-1403","1052",""
"","","","","Şırnak(Merkez)-1661","1422",""
"","","","","Şırnak(Silopi)-1623","1981",""
"","","","","Şırnak(Uludere)-1698","438",""
"","","","","Sivas(Akıncılar)-1870","31",""
"","","","","Sivas(Altınyayla)-1875","86",""
"","","","","Sivas(Divriği)-1282","91",""
"","","","","Sivas(Doğanşar)-1913","12",""
"","","","","Sivas(Gemerek)-1342","148",""
"","","","","Sivas(Gölova)-1927","14",""
"","","","","Sivas(Gürün)-1373","120",""
"","","","","Sivas(Hafik)-1376","38",""
"","","","","Sivas(İmranlı)-1407","38",""
"","","","","Sivas(Kangal)-1431","160",""
"","","","","Sivas(Koyulhisar)-1484","60",""
"","","","","Sivas(Merkez)-1628","3017",""
"","","","","Sivas(Şarkışla)-1650","259",""
"","","","","Sivas(Suşehri)-1646","156",""
"","","","","Sivas(Ulaş)-1991","73",""
"","","","","Sivas(Yıldızeli)-1731","319",""
"","","","","Sivas(Zara)-1738","126",""
"","","","","Tekirdağ(Çerkezköy)-1250","1424",""
"","","","","Tekirdağ(Çorlu)-1258","2098",""
"","","","","Tekirdağ(Ergene)-2094","431",""
"","","","","Tekirdağ(Hayrabolu)-1388","207",""
"","","","","Tekirdağ(Kapaklı)-2095","942",""
"","","","","Tekirdağ(Malkara)-1511","275",""
"","","","","Tekirdağ(Marmaraereğlisi)-1825","137",""
"","","","","Tekirdağ(Muratlı)-1538","155",""
"","","","","Tekirdağ(Saray)-1596","282",""
"","","","","Tekirdağ(Şarköy)-1652","138",""
"","","","","Tekirdağ(Süleymanpaşa)-2096","1150",""
"","","","","Tokat(Almus)-1129","101",""
"","","","","Tokat(Artova)-1151","51",""
"","","","","Tokat(Başçiftlik)-1883","29",""
"","","","","Tokat(Erbaa)-1308","611",""
"","","","","Tokat(Merkez)-1679","1469",""
"","","","","Tokat(Niksar)-1545","306",""
"","","","","Tokat(Pazar)-1834","84",""
"","","","","Tokat(Reşadiye)-1584","170",""
"","","","","Tokat(Sulusaray)-1987","77",""
"","","","","Tokat(Turhal)-1690","523",""
"","","","","Tokat(Yeşilyurt)-1858","66",""
"","","","","Tokat(Zile)-1740","251",""
"","","","","Trabzon(Akçaabat)-1113","831",""
"","","","","Trabzon(Araklı)-1141","388",""
"","","","","Trabzon(Arsin)-1150","251",""
"","","","","Trabzon(Beşikdüzü)-1775","99",""
"","","","","Trabzon(Çarşıbaşı)-1896","91",""
"","","","","Trabzon(Çaykara)-1244","54",""
"","","","","Trabzon(Dernekpazarı)-1909","11",""
"","","","","Trabzon(Düzköy)-1917","100",""
"","","","","Trabzon(Hayrat)-1942","42",""
"","","","","Trabzon(Köprübaşı)-1966","26",""
"","","","","Trabzon(Maçka)-1507","141",""
"","","","","Trabzon(Of)-1548","272",""
"","","","","Trabzon(Ortahisar)-2097","2293",""
"","","","","Trabzon(Şalpazarı)-1842","41",""
"","","","","Trabzon(Sürmene)-1647","139",""
"","","","","Trabzon(Tonya)-1681","64",""
"","","","","Trabzon(Vakfıkebir)-1709","164",""
"","","","","Trabzon(Yomra)-1732","264",""
"","","","","Tunceli(Çemişgezek)-1247","48",""
"","","","","Tunceli(Hozat)-1397","29",""
"","","","","Tunceli(Mazgirt)-1518","36",""
"","","","","Tunceli(Merkez)-1688","325",""
"","","","","Tunceli(Nazımiye)-1541","13",""
"","","","","Tunceli(Ovacık)-1562","21",""
"","","","","Tunceli(Pertek)-1574","73",""
"","","","","Tunceli(Pülümür)-1581","16",""
"","","","","Uşak(Banaz)-1170","230",""
"","","","","Uşak(Eşme)-1323","179",""
"","","","","Uşak(Karahallı)-1436","55",""
"","","","","Uşak(Merkez)-1704","1723",""
"","","","","Uşak(Sivaslı)-1629","122",""
"","","","","Uşak(Ulubey)-1697","52",""
"","","","","Van(Bahçesaray)-1770","241",""
"","","","","Van(Başkale)-1175","702",""
"","","","","Van(Çaldıran)-1786","1101",""
"","","","","Van(Çatak)-1236","284",""
"","","","","Van(Edremit)-1918","1503",""
"","","","","Van(Erciş)-1309","2711",""
"","","","","Van(Gevaş)-1350","346",""
"","","","","Van(Gürpınar)-1372","491",""
"","","","","Van(İpekyolu)-2098","3715",""
"","","","","Van(Muradiye)-1533","805",""
"","","","","Van(Özalp)-1565","1065",""
"","","","","Van(Saray)-1980","314",""
"","","","","Van(Tuşba)-2099","2036",""
"","","","","Yalova(Altınova)-2019","183",""
"","","","","Yalova(Armutlu)-2020","52",""
"","","","","Yalova(Çiftlikköy)-2022","237",""
"","","","","Yalova(Çınarcık)-2021","118",""
"","","","","Yalova(Merkez)-1716","934",""
"","","","","Yalova(Termal)-2026","18",""
"","","","","Yozgat(Akdağmadeni)-1117","379",""
"","","","","Yozgat(Aydıncık)-1877","88",""
"","","","","Yozgat(Boğazlıyan)-1198","245",""
"","","","","Yozgat(Çandır)-1895","34",""
"","","","","Yozgat(Çayıralan)-1242","80",""
"","","","","Yozgat(Çekerek)-1245","147",""
"","","","","Yozgat(Kadışehri)-1952","120",""
"","","","","Yozgat(Merkez)-1733","743",""
"","","","","Yozgat(Saraykent)-1982","138",""
"","","","","Yozgat(Sarıkaya)-1602","240",""
"","","","","Yozgat(Şefaatli)-1655","93",""
"","","","","Yozgat(Sorgun)-1635","633",""
"","","","","Yozgat(Yenifakılı)-1998","16",""
"","","","","Yozgat(Yerköy)-1726","225",""
"","","","","Zonguldak(Alaplı)-1758","312",""
"","","","","Zonguldak(Çaycuma)-1240","423",""
"","","","","Zonguldak(Devrek)-1276","257",""
"","","","","Zonguldak(Ereğli)-1313","1130",""
"","","","","Zonguldak(Gökçebey)-1926","140",""
"","","","","Zonguldak(Kilimli)-2100","193",""
"","","","","Zonguldak(Kozlu)-2101","269",""
"","","","","Zonguldak(Merkez)-1741","667",""
"","","","2016","Adana(Aladağ)-1757","130",""
"","","","","Adana(Ceyhan)-1219","1415",""
"","","","","Adana(Çukurova)-2033","2375",""
"","","","","Adana(Feke)-1329","119",""
"","","","","Adana(İmamoğlu)-1806","231",""
"","","","","Adana(Karaisalı)-1437","151",""
"","","","","Adana(Karataş)-1443","197",""
"","","","","Adana(Kozan)-1486","983",""
"","","","","Adana(Pozantı)-1580","149",""
"","","","","Adana(Saimbeyli)-1588","121",""
"","","","","Adana(Sarıçam)-2032","1468",""
"","","","","Adana(Seyhan)-1104","7268",""
"","","","","Adana(Tufanbeyli)-1687","138",""
"","","","","Adana(Yumurtalık)-1734","142",""
"","","","","Adana(Yüreğir)-1748","4509",""
"","","","","Adıyaman(Besni)-1182","762",""
"","","","","Adıyaman(Çelikhan)-1246","151",""
"","","","","Adıyaman(Gerger)-1347","215",""
"","","","","Adıyaman(Gölbaşı)-1354","416",""
"","","","","Adıyaman(Kahta)-1425","1497",""
"","","","","Adıyaman(Merkez)-1105","3184",""
"","","","","Adıyaman(Samsat)-1592","103",""
"","","","","Adıyaman(Sincik)-1985","199",""
"","","","","Adıyaman(Tut)-1989","103",""
"","","","","Afyonkarahisar(Başmakçı)-1771","73",""
"","","","","Afyonkarahisar(Bayat)-1773","62",""
"","","","","Afyonkarahisar(Bolvadin)-1200","365",""
"","","","","Afyonkarahisar(Çay)-1239","230",""
"","","","","Afyonkarahisar(Çobanlar)-1906","157",""
"","","","","Afyonkarahisar(Dazkırı)-1267","82",""
"","","","","Afyonkarahisar(Dinar)-1281","315",""
"","","","","Afyonkarahisar(Emirdağ)-1306","230",""
"","","","","Afyonkarahisar(Evciler)-1923","51",""
"","","","","Afyonkarahisar(Hocalar)-1944","60",""
"","","","","Afyonkarahisar(İhsaniye)-1404","244",""
"","","","","Afyonkarahisar(İscehisar)-1809","254",""
"","","","","Afyonkarahisar(Kızılören)-1961","8",""
"","","","","Afyonkarahisar(Merkez)-1108","2388",""
"","","","","Afyonkarahisar(Sandıklı)-1594","371",""
"","","","","Afyonkarahisar(Sinanpaşa)-1626","265",""
"","","","","Afyonkarahisar(Şuhut)-1664","254",""
